region,year,month,price_cowpeas,price_groundnuts,price_maize,price_millet,price_rice,price_sorghum,price_lag1,price_change_pct,price_volatility_3m,price_shock_flag
Central,2006,11,8.65,9.42,3.97,3.82,7.57,3.17,3.71,7.01,6.562,0
Central,2006,12,8.66,9.99,4.51,4.35,7.46,3.64,3.97,13.6,9.626,0
Central,2007,1,10.25,10.62,4.51,5.19,8.29,4.56,4.51,0.0,6.801,0
Central,2007,2,10.37,9.41,4.15,5.04,7.93,4.4,4.51,-7.98,10.911,0
Central,2007,3,9.75,9.31,3.81,5.14,8.19,3.57,4.15,-8.19,4.669,0
Central,2007,4,9.18,9.02,3.65,4.3,7.96,3.13,3.81,-4.2,2.245,0
Central,2007,5,8.44,8.86,3.54,3.93,8.81,3.3,3.65,-3.01,2.713,0
Central,2007,6,8.76,9.37,3.82,3.82,7.78,3.46,3.54,7.91,6.675,0
Central,2007,7,8.39,9.38,3.98,4.17,8.28,3.62,3.82,4.19,5.552,0
Central,2007,8,9.58,8.53,4.6,4.38,8.73,3.96,3.98,15.58,5.808,0
Central,2007,9,10.01,10.61,4.45,4.19,8.89,3.81,4.6,-3.26,9.488,0
Central,2007,10,9.74,10.63,4.54,3.78,8.24,3.53,4.45,2.02,9.719,0
Central,2007,11,8.47,9.85,4.26,3.8,7.56,3.3,4.54,-6.17,4.152,0
Central,2007,12,9.88,10.6,4.44,4.98,8.32,3.92,4.26,4.23,5.479,0
Central,2008,1,13.02,14.24,5.94,6.86,11.62,5.68,4.44,33.78,20.726,1
Central,2008,2,13.6,13.09,6.02,6.55,10.36,5.6,5.94,1.35,17.95,0
Central,2008,3,13.55,12.75,5.37,6.25,11.01,4.8,6.02,-10.8,23.046,0
Central,2008,4,12.8,13.24,4.79,5.51,10.77,4.41,5.37,-10.8,7.015,0
Central,2008,5,12.15,12.66,4.6,5.45,10.99,4.4,4.79,-3.97,3.943,0
Central,2008,6,11.85,12.95,5.25,4.87,11.84,4.46,4.6,14.13,12.883,0
Central,2008,7,12.06,13.14,5.27,5.17,11.34,4.86,5.25,0.38,9.448,0
Central,2008,8,13.14,12.86,6.9,6.23,12.43,5.53,5.27,30.93,15.3,1
Central,2008,9,15.02,15.46,5.85,6.05,11.92,4.8,6.9,-15.22,23.475,0
Central,2008,10,11.87,14.6,6.0,5.05,11.52,4.55,5.85,2.56,23.277,0
Central,2008,11,11.45,13.6,5.38,5.13,11.48,4.7,6.0,-10.33,9.185,0
Central,2008,12,13.77,14.13,6.0,6.76,11.81,5.22,5.38,11.52,10.984,0
Central,2009,1,12.53,12.88,5.66,6.28,8.78,4.96,6.0,-5.67,11.508,0
Central,2009,2,12.72,11.34,4.93,5.83,8.93,4.65,5.66,-12.9,12.544,0
Central,2009,3,11.89,11.37,4.85,5.15,9.85,3.98,4.93,-1.62,5.714,0
Central,2009,4,9.88,10.02,4.35,4.82,10.0,3.64,4.85,-10.31,5.909,0
Central,2009,5,10.09,9.52,4.0,4.38,8.99,3.61,4.35,-8.05,4.509,0
Central,2009,6,9.37,10.18,4.45,4.4,10.11,3.72,4.0,11.25,11.849,0
Central,2009,7,11.14,11.34,5.19,4.47,9.68,4.34,4.45,16.63,12.978,0
Central,2009,8,11.85,11.75,5.44,5.21,9.42,4.4,5.19,4.82,5.913,0
Central,2009,9,11.59,12.51,5.06,4.7,9.74,4.31,5.44,-6.99,11.81,0
Central,2009,10,10.5,11.29,5.13,4.55,10.41,3.73,5.06,1.38,6.074,0
Central,2009,11,10.21,11.72,4.92,4.86,10.34,3.88,5.13,-4.09,4.25,0
Central,2009,12,10.95,11.59,5.52,5.34,10.25,4.72,4.92,12.2,8.29,0
Central,2010,1,13.17,13.87,6.57,6.67,10.36,5.74,5.52,19.02,11.874,0
Central,2010,2,15.4,11.5,5.59,5.73,9.65,4.92,6.57,-14.92,17.953,0
Central,2010,3,12.71,11.33,5.57,5.58,10.59,4.18,5.59,-0.36,17.027,0
Central,2010,4,11.39,10.72,4.54,5.29,10.14,4.07,5.57,-18.49,9.604,0
Central,2010,5,11.22,11.67,4.65,4.37,11.5,3.83,4.54,2.42,11.355,0
Central,2010,6,10.53,11.39,4.7,4.82,10.31,4.52,4.65,1.08,11.705,0
Central,2010,7,11.21,12.37,5.38,5.46,11.75,4.44,4.7,14.47,7.374,0
Central,2010,8,12.19,13.56,5.28,5.49,10.56,4.51,5.38,-1.86,8.704,0
Central,2010,9,13.23,14.75,6.26,4.96,10.66,4.3,5.28,18.56,10.804,0
Central,2010,10,12.31,13.12,5.49,4.59,10.62,4.22,6.26,-12.3,15.697,0
Central,2010,11,11.46,11.71,5.43,4.42,10.16,3.79,5.49,-1.09,15.621,0
Central,2010,12,13.4,13.95,5.6,6.48,11.64,4.9,5.43,3.13,7.975,0
Central,2011,1,15.52,15.62,6.66,6.98,11.03,5.48,5.6,18.93,10.553,0
Central,2011,2,14.92,13.24,6.03,6.02,11.39,5.58,6.66,-9.46,14.225,0
Central,2011,3,13.12,13.52,5.27,5.79,12.01,4.51,6.03,-12.6,17.369,0
Central,2011,4,11.4,12.28,5.36,5.01,11.11,4.42,5.27,1.71,7.521,0
Central,2011,5,10.95,11.14,4.82,4.92,11.2,4.31,5.36,-10.07,7.637,0
Central,2011,6,12.6,12.09,5.08,5.67,11.4,4.44,4.82,5.39,8.076,0
Central,2011,7,12.34,12.64,5.87,5.62,10.65,4.86,5.08,15.55,12.901,0
Central,2011,8,14.14,13.48,6.02,5.82,10.41,4.38,5.87,2.56,6.831,0
Central,2011,9,13.36,13.81,6.09,5.75,10.65,4.71,6.02,1.16,7.935,0
Central,2011,10,13.32,13.21,5.81,5.64,12.31,4.47,6.09,-4.6,3.795,0
Central,2011,11,12.89,14.14,5.56,5.33,11.47,4.39,5.81,-4.3,3.242,0
Central,2011,12,13.37,12.81,6.76,6.84,12.18,4.91,5.56,21.58,15.029,1
Central,2012,1,16.03,14.95,6.9,7.33,11.64,5.51,6.76,2.07,13.485,0
Central,2012,2,14.98,14.62,6.32,6.72,10.92,5.96,6.9,-8.41,15.22,0
Central,2012,3,14.35,13.16,5.76,6.13,12.44,5.18,6.32,-8.86,6.185,0
Central,2012,4,14.09,13.15,5.2,5.7,11.46,4.91,5.76,-9.72,0.666,0
Central,2012,5,13.31,12.7,5.38,4.64,12.41,4.86,5.2,3.46,7.374,0
Central,2012,6,13.27,13.61,5.41,5.72,12.69,4.28,5.38,0.56,6.926,0
Central,2012,7,13.02,13.11,6.37,5.55,12.17,4.78,5.41,17.74,9.197,0
Central,2012,8,14.3,13.27,6.79,6.27,12.55,5.16,6.37,6.59,8.716,0
Central,2012,9,15.17,15.13,6.15,5.35,11.45,5.09,6.79,-9.43,13.658,0
Central,2012,10,15.61,13.45,5.69,5.77,14.21,5.06,6.15,-7.48,8.741,0
Central,2012,11,14.56,14.06,5.45,5.87,12.74,4.4,5.69,-4.22,2.632,0
Central,2012,12,14.57,14.08,6.54,6.78,13.02,5.29,5.45,20.0,15.013,0
Central,2013,1,15.96,15.57,7.88,8.22,13.19,6.67,6.54,20.49,14.127,1
Central,2013,2,18.03,16.18,7.36,7.04,12.58,5.5,7.88,-6.6,15.501,0
Central,2013,3,16.4,14.59,6.34,6.85,12.78,4.96,7.36,-13.86,18.104,0
Central,2013,4,14.15,12.65,5.97,6.22,13.5,4.84,6.34,-5.84,4.427,0
Central,2013,5,13.89,13.74,5.27,5.56,12.63,5.13,5.97,-11.73,4.154,0
Central,2013,6,13.01,14.04,5.58,6.1,13.19,4.47,5.27,5.88,8.964,0
Central,2013,7,15.47,13.16,6.69,5.48,13.31,5.08,5.58,19.89,15.844,0
Central,2013,8,16.67,15.79,7.17,6.25,12.59,5.5,6.69,7.17,7.743,0
Central,2013,9,16.87,17.16,7.08,5.48,13.43,5.48,7.17,-1.26,10.647,0
Central,2013,10,15.8,15.34,6.55,5.86,12.09,5.07,7.08,-7.49,7.357,0
Central,2013,11,14.02,14.74,6.12,5.73,13.88,4.43,6.55,-6.56,3.361,0
Central,2013,12,16.63,15.38,7.17,7.05,14.39,5.34,6.12,17.16,13.971,0
Central,2014,1,21.15,19.97,9.04,9.81,15.7,7.84,7.17,26.08,16.87,1
Central,2014,2,20.75,17.67,8.3,8.64,16.22,7.22,9.04,-8.19,17.779,0
Central,2014,3,19.82,16.9,7.14,9.2,14.59,5.82,8.3,-13.98,21.652,0
Central,2014,4,17.46,15.6,6.73,7.28,15.07,5.71,7.14,-5.74,4.231,0
Central,2014,5,15.72,18.0,5.94,6.67,15.42,5.55,6.73,-11.74,4.261,0
Central,2014,6,18.08,16.55,6.72,6.46,15.5,5.02,5.94,13.13,12.978,0
Central,2014,7,17.52,18.01,7.28,6.77,15.13,5.32,6.72,8.33,13.193,0
Central,2014,8,19.7,18.64,7.15,7.66,14.84,6.38,7.28,-1.79,7.616,0
Central,2014,9,20.98,16.92,8.98,6.96,16.97,6.6,7.15,25.59,13.844,1
Central,2014,10,18.63,18.22,7.44,7.14,15.05,5.9,8.98,-17.15,21.65,0
Central,2014,11,17.96,16.69,7.03,6.8,17.08,5.02,7.44,-5.51,22.096,0
Central,2014,12,18.06,19.65,9.28,8.35,16.24,6.16,7.03,32.01,25.69,1
Central,2015,1,20.18,19.39,8.86,10.0,16.09,7.93,9.28,-4.53,21.385,0
Central,2015,2,22.38,19.37,8.03,9.15,16.44,7.67,8.86,-9.37,22.623,0
Central,2015,3,19.63,18.93,7.83,8.6,17.3,6.39,8.03,-2.49,3.534,0
Central,2015,4,17.12,17.4,6.97,8.12,14.03,5.69,7.83,-10.98,4.509,0
Central,2015,5,16.02,17.24,6.57,7.19,16.52,5.95,6.97,-5.74,4.284,0
Central,2015,6,17.37,17.35,6.88,7.18,16.43,6.34,6.57,4.72,7.993,0
Central,2015,7,18.41,18.24,7.97,7.74,16.53,6.44,6.88,15.84,10.792,0
Central,2015,8,20.68,18.1,9.62,7.83,17.23,6.26,7.97,20.7,8.192,1
Central,2015,9,18.81,20.64,7.84,7.15,16.03,6.55,9.62,-18.5,21.368,0
Central,2015,10,20.19,20.6,8.5,6.06,15.65,5.99,7.84,8.42,20.05,0
Central,2015,11,16.89,17.86,8.38,6.43,15.53,5.8,8.5,-1.41,13.622,0
Central,2015,12,18.88,19.76,8.76,9.13,16.0,6.78,8.38,4.53,4.95,0
Central,2016,1,19.94,19.37,9.02,9.49,15.55,7.18,8.76,2.97,3.08,0
Central,2016,2,19.94,18.05,8.1,8.57,15.48,7.1,9.02,-10.2,8.092,0
Central,2016,3,19.63,16.5,6.8,8.88,15.83,5.41,8.1,-16.05,9.742,0
Central,2016,4,16.32,14.92,7.13,6.88,14.88,5.24,6.8,4.85,10.782,0
Central,2016,5,16.79,15.29,6.39,5.78,14.98,5.22,7.13,-10.38,10.808,0
Central,2016,6,15.18,14.7,6.6,6.82,16.64,5.89,6.39,3.29,8.379,0
Central,2016,7,15.65,17.91,6.99,7.37,16.22,5.55,6.6,5.91,8.747,0
Central,2016,8,20.28,18.59,8.57,7.63,16.09,6.03,6.99,22.6,10.475,1
Central,2016,9,19.64,19.2,8.07,7.44,14.15,6.08,8.57,-5.83,14.287,0
Central,2016,10,17.81,17.73,7.89,6.09,17.17,5.69,8.07,-2.23,15.48,0
Central,2016,11,15.24,17.39,7.51,6.73,15.63,6.0,7.89,-4.82,1.857,0
Central,2016,12,18.48,18.5,8.15,7.88,15.91,6.48,7.51,8.52,7.074,0
Central,2017,1,21.37,19.93,7.71,10.01,16.19,8.19,8.15,-5.4,7.875,0
Central,2017,2,20.51,18.22,8.51,9.73,16.04,7.94,7.71,10.38,8.624,0
Central,2017,3,21.7,18.98,7.74,8.16,15.84,6.43,8.51,-9.05,10.327,0
Central,2017,4,18.86,15.88,7.12,7.44,16.16,5.79,7.74,-8.01,10.93,0
Central,2017,5,16.6,17.85,7.2,6.55,16.62,5.72,7.12,1.12,5.596,0
Central,2017,6,16.08,16.05,7.1,6.87,16.86,6.08,7.2,-1.39,4.717,0
Central,2017,7,19.34,19.55,8.21,7.1,17.24,6.09,7.1,15.63,9.188,0
Central,2017,8,20.41,16.84,8.93,8.39,15.42,6.77,8.21,8.77,8.563,0
Central,2017,9,20.41,20.63,7.82,6.95,15.93,6.25,8.93,-12.43,14.628,0
Central,2017,10,20.34,18.64,7.51,7.01,17.15,6.33,7.82,-3.96,10.671,0
Central,2017,11,18.26,18.23,8.1,7.49,15.22,5.39,7.51,7.86,10.191,0
Central,2017,12,20.01,19.29,8.51,7.76,16.72,6.88,8.1,5.06,6.177,0
Central,2018,1,22.84,22.1,9.93,10.41,16.0,8.2,8.51,16.69,6.07,0
Central,2018,2,23.46,17.66,8.51,9.49,17.18,7.07,9.93,-14.3,15.655,0
Central,2018,3,21.9,18.64,8.49,8.39,16.08,6.68,8.51,-0.24,15.517,0
Central,2018,4,19.27,17.92,7.49,7.99,16.55,6.09,8.49,-11.78,7.497,0
Central,2018,5,19.19,17.23,6.91,7.77,16.67,6.3,7.49,-7.74,5.856,0
Central,2018,6,18.46,18.18,7.7,7.42,17.2,5.98,6.91,11.43,12.4,0
Central,2018,7,19.0,18.32,8.42,7.49,17.87,6.36,7.7,9.35,10.519,0
Central,2018,8,20.71,20.58,8.85,7.45,18.01,6.47,8.42,5.11,3.221,0
Central,2018,9,20.34,21.49,8.8,7.73,17.37,6.3,8.85,-0.56,4.972,0
Central,2018,10,19.63,20.39,8.69,7.23,16.3,6.66,8.8,-1.25,3.49,0
Central,2018,11,17.96,19.87,8.46,7.27,19.56,6.04,8.69,-2.65,1.065,0
Central,2018,12,21.96,21.59,9.26,8.74,17.32,6.82,8.46,9.46,6.625,0
Central,2019,1,23.35,21.33,11.11,10.32,17.7,8.04,9.26,19.98,11.324,0
Central,2019,2,24.02,22.75,9.04,9.86,17.74,7.6,11.11,-18.63,19.96,0
Central,2019,3,22.76,19.91,7.9,8.5,17.91,6.65,9.04,-12.61,20.773,0
Central,2019,4,19.28,18.1,7.19,8.25,16.91,5.98,7.9,-8.99,4.87,0
Central,2019,5,20.47,20.77,7.33,7.17,18.12,5.87,7.19,1.95,7.58,0
Central,2019,6,19.06,18.72,7.8,7.53,19.42,5.94,7.33,6.41,7.924,0
Central,2019,7,20.06,18.61,8.74,7.8,16.07,6.57,7.8,12.05,5.061,0
Central,2019,8,21.81,20.39,9.27,8.64,17.96,6.57,8.74,6.06,3.362,0
Central,2019,9,21.92,21.43,10.21,8.22,16.99,6.96,9.27,10.14,3.06,0
Central,2019,10,23.35,22.22,9.44,7.78,18.96,6.3,10.21,-7.54,9.257,0
Central,2019,11,20.24,19.98,7.89,7.17,19.17,6.41,9.44,-16.42,13.521,0
Central,2019,12,21.38,21.33,9.68,9.24,18.09,7.5,7.89,22.69,20.503,1
Central,2020,1,26.5,23.5,10.68,11.95,18.33,7.65,9.68,10.33,19.991,0
Central,2020,2,22.31,22.62,10.13,10.07,17.53,7.99,10.68,-5.15,13.949,0
Central,2020,3,22.71,20.05,8.26,9.92,16.24,7.67,10.13,-18.46,14.409,0
Central,2020,4,20.55,19.17,7.38,8.16,18.22,6.13,8.26,-10.65,6.688,0
Central,2020,5,20.1,18.77,7.18,7.64,18.34,6.96,7.38,-2.71,7.875,0
Central,2020,6,20.52,19.52,8.74,7.86,18.65,6.74,7.18,21.73,16.876,1
Central,2020,7,21.84,21.21,8.77,7.9,15.61,6.97,8.74,0.34,13.318,0
Central,2020,8,23.05,22.62,10.41,9.1,17.13,7.26,8.77,18.7,11.574,0
Central,2020,9,23.38,24.95,9.86,7.94,17.42,7.19,10.41,-5.28,12.541,0
Central,2020,10,21.55,21.86,9.07,8.11,18.96,7.0,9.86,-8.01,14.696,0
Central,2020,11,21.88,20.67,9.09,8.34,19.5,6.51,9.07,0.22,4.192,0
Central,2020,12,21.07,22.56,9.52,9.91,17.91,7.46,9.09,4.73,6.46,0
Central,2021,1,22.07,23.85,10.84,11.18,18.82,8.11,9.52,13.87,6.955,0
Central,2021,2,26.33,21.56,9.08,10.75,18.59,8.74,10.84,-16.24,15.437,0
Central,2021,3,23.92,21.58,9.36,9.43,21.17,7.35,9.08,3.08,15.255,0
Central,2021,4,23.98,19.79,8.08,8.4,18.91,6.33,9.36,-13.68,10.494,0
Central,2021,5,22.09,19.96,8.84,7.85,18.94,6.29,8.08,9.41,11.931,0
Central,2021,6,21.7,21.4,8.49,7.78,18.63,6.77,8.84,-3.96,11.593,0
Central,2021,7,21.78,21.85,9.82,8.84,17.63,6.69,8.49,15.67,10.027,0
Central,2021,8,24.38,25.0,10.76,9.49,20.18,7.45,9.82,9.57,10.047,0
Central,2021,9,23.2,25.04,9.94,9.07,19.36,6.51,10.76,-7.62,12.077,0
Central,2021,10,22.63,22.0,10.0,8.29,19.31,6.69,9.94,0.6,8.598,0
Central,2021,11,21.1,21.37,9.1,8.82,19.94,6.36,10.0,-9.0,5.19,0
Central,2021,12,24.23,21.44,10.8,9.73,18.26,7.97,9.1,18.68,14.055,0
Central,2022,1,32.59,30.22,16.14,15.88,27.06,10.76,10.8,49.44,29.234,1
Central,2022,2,34.77,30.8,13.4,14.45,22.68,10.57,16.14,-16.98,33.24,0
Central,2022,3,32.44,27.23,11.79,12.73,27.25,10.55,13.4,-12.01,36.996,0
Central,2022,4,28.06,24.42,10.55,11.13,25.1,8.93,11.79,-10.52,3.383,0
Central,2022,5,26.76,23.76,10.32,11.0,24.71,8.64,10.55,-2.18,5.298,0
Central,2022,6,25.72,25.01,11.07,10.84,26.13,9.37,10.32,7.27,8.901,0
Central,2022,7,26.25,26.84,12.3,11.25,24.93,9.34,11.07,11.11,6.839,0
Central,2022,8,32.16,29.54,12.46,11.46,26.64,8.94,12.3,1.3,4.943,0
Central,2022,9,30.28,30.49,11.49,10.66,25.93,8.56,12.46,-7.78,9.447,0
Central,2022,10,27.6,30.76,11.78,10.67,26.53,7.69,11.49,2.52,5.628,0
Central,2022,11,28.56,27.0,11.84,10.04,27.04,8.81,11.78,0.51,5.46,0
Central,2022,12,30.02,31.74,13.75,13.53,25.57,9.67,11.84,16.13,8.498,0
Central,2023,1,27.4,26.22,12.27,11.28,21.7,9.09,13.75,-10.76,13.504,0
Central,2023,2,25.81,24.63,11.23,11.63,21.31,8.85,12.27,-8.48,14.91,0
Central,2023,3,27.28,22.35,9.81,10.39,22.22,7.6,11.23,-12.64,2.083,0
Central,2023,4,24.09,22.91,8.62,8.92,20.52,7.07,9.81,-12.13,2.269,0
Central,2023,5,23.37,20.42,8.83,8.55,22.4,6.84,8.62,2.44,8.563,0
Central,2023,6,22.39,21.04,9.24,7.44,20.22,7.14,8.83,4.64,9.114,0
Central,2023,7,24.52,22.1,9.63,9.0,18.99,6.95,9.24,4.22,1.168,0
Central,2023,8,23.72,25.97,11.59,9.29,19.73,8.05,9.63,20.35,9.194,1
Central,2023,9,28.59,25.52,11.28,8.86,20.89,8.4,11.59,-2.67,11.815,0
Central,2023,10,24.97,23.5,10.69,10.17,21.59,7.46,11.28,-5.23,14.088,0
Central,2023,11,25.23,23.28,10.27,8.21,21.39,8.03,10.69,-3.93,1.28,0
Central,2023,12,25.57,25.04,10.95,11.02,22.29,8.2,10.27,6.62,6.499,0
Central,2024,1,27.1,25.91,12.98,12.3,20.22,9.55,10.95,18.54,11.242,0
Central,2024,2,27.99,25.17,11.36,11.32,23.44,9.28,12.98,-12.48,15.648,0
Central,2024,3,27.41,23.64,11.5,10.17,23.1,8.03,11.36,1.23,15.545,0
Central,2024,4,24.79,22.04,9.84,9.98,22.73,7.74,11.5,-14.43,8.534,0
Central,2024,5,25.91,21.24,9.12,9.51,23.16,6.38,9.84,-7.32,7.841,0
Central,2024,6,22.76,24.29,10.29,8.72,20.15,7.34,9.12,12.83,14.14,0
Central,2024,7,24.41,23.52,10.3,9.96,22.68,8.43,10.29,0.1,10.191,0
Central,2024,8,27.53,21.69,11.97,9.53,22.8,8.01,10.3,16.21,8.495,0
Central,2024,9,24.55,27.25,12.4,9.38,23.12,8.18,11.97,3.59,8.475,0
Central,2024,10,25.36,26.06,11.09,9.41,23.05,7.82,12.4,-10.56,13.392,0
Central,2024,11,24.32,25.5,10.23,8.67,22.68,7.42,11.09,-7.75,7.491,0
Central,2024,12,27.5,26.26,11.63,10.77,22.7,8.85,10.23,13.69,13.264,0
Eastern,2003,1,5.37,6.32,3.13,3.77,4.78,3.18,,,,0
Eastern,2003,2,5.66,6.2,3.03,3.36,4.46,2.95,3.13,-3.19,,0
Eastern,2003,3,5.49,5.93,2.7,2.92,4.51,2.64,3.03,-10.89,5.445,0
Eastern,2003,4,4.97,5.98,2.15,2.86,4.7,2.08,2.7,-20.37,8.605,0
Eastern,2003,5,4.75,5.84,2.29,2.69,5.16,2.23,2.15,6.51,13.633,0
Eastern,2003,6,4.54,5.35,2.34,2.8,5.09,2.71,2.29,2.18,14.433,0
Eastern,2003,7,4.94,5.92,2.69,2.8,5.16,2.66,2.34,14.96,6.5,0
Eastern,2003,8,5.41,6.3,2.93,3.04,5.46,2.48,2.69,8.92,6.393,0
Eastern,2003,9,5.38,6.68,2.99,2.84,5.29,2.53,2.93,2.05,6.459,0
Eastern,2003,10,5.31,7.0,2.73,2.76,4.79,2.32,2.99,-8.7,8.881,0
Eastern,2003,11,5.23,5.71,2.86,2.56,5.31,2.44,2.73,4.76,7.119,0
Eastern,2003,12,5.94,7.31,3.13,3.47,5.67,2.96,2.86,9.44,9.417,0
Eastern,2004,1,6.79,7.97,3.41,4.15,4.91,3.71,3.13,8.95,2.572,0
Eastern,2004,2,6.74,7.04,3.29,3.7,5.37,3.44,3.41,-3.52,7.345,0
Eastern,2004,3,6.51,6.81,2.99,3.62,5.15,2.86,3.29,-9.12,9.25,0
Eastern,2004,4,6.1,6.44,2.75,3.19,5.55,2.6,2.99,-8.03,2.969,0
Eastern,2004,5,5.44,6.53,2.53,3.13,5.9,2.49,2.75,-8.0,0.638,0
Eastern,2004,6,5.53,7.07,2.91,2.8,6.03,2.88,2.53,15.02,13.299,0
Eastern,2004,7,6.06,6.9,3.21,3.24,5.66,3.01,2.91,10.31,12.161,0
Eastern,2004,8,6.35,7.65,3.4,3.55,5.97,2.81,3.21,5.92,4.551,0
Eastern,2004,9,6.08,7.53,3.42,3.14,5.41,2.63,3.4,0.59,4.868,0
Eastern,2004,10,6.6,7.78,3.11,3.26,5.4,2.77,3.42,-9.06,7.593,0
Eastern,2004,11,5.84,7.17,3.11,2.96,6.32,2.74,3.11,0.0,5.409,0
Eastern,2004,12,7.54,7.89,3.69,3.8,5.14,3.3,3.11,18.65,14.129,0
Eastern,2005,1,7.76,8.21,3.95,4.12,5.91,3.43,3.69,7.05,9.417,0
Eastern,2005,2,7.21,8.05,3.46,3.81,6.4,3.48,3.95,-12.41,15.695,0
Eastern,2005,3,7.78,7.53,3.11,3.58,6.32,3.15,3.46,-10.12,10.636,0
Eastern,2005,4,6.9,7.79,3.05,3.62,5.43,2.75,3.11,-1.93,5.51,0
Eastern,2005,5,6.7,7.38,2.76,3.1,6.56,2.94,3.05,-9.51,4.563,0
Eastern,2005,6,6.51,7.71,3.23,3.13,6.18,3.25,2.76,17.03,13.671,0
Eastern,2005,7,6.79,7.66,3.18,3.53,6.56,3.0,3.23,-1.55,13.62,0
Eastern,2005,8,7.03,8.45,4.07,3.53,6.39,3.42,3.18,27.99,14.933,1
Eastern,2005,9,7.18,9.03,3.68,3.72,6.43,3.07,4.07,-9.58,19.785,0
Eastern,2005,10,6.86,8.32,3.38,3.66,6.12,2.91,3.68,-8.15,21.29,0
Eastern,2005,11,6.92,7.95,3.31,3.0,6.67,2.9,3.38,-2.07,3.988,0
Eastern,2005,12,7.9,8.28,3.91,4.27,7.29,3.66,3.31,18.13,13.758,0
Eastern,2006,1,8.12,9.53,4.46,4.44,6.78,3.93,3.91,14.07,10.685,0
Eastern,2006,2,9.29,8.49,3.78,4.29,6.87,3.82,4.46,-15.25,18.213,0
Eastern,2006,3,8.64,8.53,3.51,4.35,6.82,3.23,3.78,-7.14,15.14,0
Eastern,2006,4,8.79,7.72,3.29,3.52,6.67,3.2,3.51,-6.27,4.953,0
Eastern,2006,5,7.35,8.05,3.18,3.57,6.84,3.12,3.29,-3.34,1.991,0
Eastern,2006,6,8.42,7.95,3.53,3.56,7.35,3.44,3.18,11.01,9.248,0
Eastern,2006,7,8.38,9.19,3.86,3.47,8.24,3.43,3.53,9.35,7.85,0
Eastern,2006,8,7.74,9.24,4.15,4.14,7.76,3.6,3.86,7.51,1.751,0
Eastern,2006,9,8.15,9.77,4.12,3.89,7.7,3.47,4.15,-0.72,5.362,0
Eastern,2006,10,8.44,9.65,3.94,3.66,8.29,3.25,4.12,-4.37,6.085,0
Eastern,2006,11,7.26,9.77,3.69,3.56,7.78,3.25,3.94,-6.35,2.856,0
Eastern,2006,12,8.52,9.56,4.39,4.62,8.08,3.98,3.69,18.97,14.082,0
Eastern,2007,1,9.11,9.77,4.28,5.04,7.82,4.19,4.39,-2.51,13.646,0
Eastern,2007,2,11.06,10.25,4.64,4.75,7.98,4.57,4.28,8.41,10.741,0
Eastern,2007,3,10.15,8.63,4.17,4.69,7.32,3.8,4.64,-10.13,9.319,0
Eastern,2007,4,8.64,8.62,3.96,4.22,7.82,3.67,4.17,-5.04,9.579,0
Eastern,2007,5,9.04,9.44,3.36,3.74,7.78,3.09,3.96,-15.15,5.055,0
Eastern,2007,6,9.01,9.02,3.85,3.94,7.83,3.25,3.36,14.58,15.116,0
Eastern,2007,7,9.62,9.27,3.79,4.14,7.87,3.65,3.85,-1.56,14.883,0
Eastern,2007,8,9.32,10.27,4.23,4.43,8.8,3.82,3.79,11.61,8.59,0
Eastern,2007,9,9.52,10.72,4.41,4.01,8.13,3.54,4.23,4.26,6.6,0
Eastern,2007,10,8.75,9.92,4.16,3.93,8.29,3.3,4.41,-5.67,8.672,0
Eastern,2007,11,8.8,10.26,4.31,3.97,9.37,3.42,4.16,3.61,5.555,0
Eastern,2007,12,9.51,11.07,5.06,5.26,8.81,4.12,4.31,17.4,11.608,0
Eastern,2008,1,13.01,15.44,6.98,6.88,10.69,5.47,5.06,37.94,17.275,1
Eastern,2008,2,14.65,13.58,6.24,6.29,11.34,5.52,6.98,-10.6,24.365,0
Eastern,2008,3,13.79,12.2,5.72,7.17,10.49,5.02,6.24,-8.33,27.393,0
Eastern,2008,4,11.63,11.31,4.71,5.5,10.71,4.64,5.72,-17.66,4.866,0
Eastern,2008,5,12.17,10.74,5.12,5.31,10.83,4.32,4.71,8.7,13.366,0
Eastern,2008,6,11.9,13.15,5.42,5.36,11.25,4.42,5.12,5.86,14.469,0
Eastern,2008,7,12.27,13.13,5.31,5.73,11.45,4.81,5.42,-2.03,5.56,0
Eastern,2008,8,14.28,13.49,6.46,6.11,10.74,5.01,5.31,21.66,12.063,1
Eastern,2008,9,13.54,13.16,5.9,5.8,11.59,4.48,6.46,-8.67,15.944,0
Eastern,2008,10,13.9,13.14,6.36,5.62,11.79,4.6,5.9,7.8,15.184,0
Eastern,2008,11,12.53,12.18,5.3,5.4,11.26,4.49,6.36,-16.67,12.477,0
Eastern,2008,12,14.09,15.18,6.52,6.94,11.52,5.44,5.3,23.02,20.024,1
Eastern,2009,1,11.45,12.94,5.75,6.85,8.83,4.81,6.52,-11.81,21.649,0
Eastern,2009,2,11.85,10.73,5.25,5.87,8.72,4.68,5.75,-8.7,19.274,0
Eastern,2009,3,12.58,11.87,5.33,5.49,8.95,4.17,5.25,1.52,6.974,0
Eastern,2009,4,11.31,10.08,4.73,4.52,9.91,3.92,5.33,-11.26,6.762,0
Eastern,2009,5,10.02,10.71,3.8,4.4,9.88,3.75,4.73,-19.66,10.665,0
Eastern,2009,6,9.58,11.02,4.52,4.54,10.63,4.45,3.8,18.95,20.306,0
