region,district,year,month,rainfall_mm,rainfall_avg_mm,rainfall_anomaly_pct,rainfall_1m_mm,rainfall_1m_avg_mm,rainfall_1m_anomaly_pct,rainfall_3m_mm,rainfall_3m_avg_mm,rainfall_3m_anomaly_pct,flood_flag,drought_flag,price_cowpeas,price_groundnuts,price_maize,price_millet,price_rice,price_sorghum,price_lag1,price_change_pct,price_volatility_3m,price_shock_flag,conflict_events,fatalities_total,flood_displace_events,conflict_events_lag1,flood_displace_lag1,high_conflict_flag,season_phase,is_lean_season,district_vulnerability,ipc_phase,flood_price_interaction
Ahafo,Goaso,2021,6,3.033,3.0,10.833,9.093,9.0,9.767,27.277,27.0,8.7,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,0.0
Ahafo,Goaso,2021,7,3.33,2.667,22.867,9.987,8.0,20.567,29.953,24.0,18.3,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s1,0,1,1,0.0
Ahafo,Goaso,2021,8,3.723,3.0,24.8,11.177,9.0,22.333,33.53,27.0,19.8,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,inter_season,0,1,1,0.0
Ahafo,Goaso,2021,9,7.747,6.667,22.433,23.247,20.0,20.167,69.743,60.0,17.933,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,0.0
Ahafo,Goaso,2021,10,9.54,9.667,-6.367,28.613,29.0,-5.733,85.84,87.0,-5.067,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,0.0
Ahafo,Goaso,2021,11,28.16,27.667,3.433,84.477,83.0,3.1,253.427,249.0,2.767,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s2,0,1,1,0.0
Ahafo,Goaso,2021,12,28.523,24.0,14.033,85.57,72.0,12.633,256.713,216.0,11.233,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,0.0
Ahafo,Goaso,2022,1,7.355,8.0,-12.325,22.068,24.0,-11.125,66.205,72.0,-9.875,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,0.0
Ahafo,Goaso,2022,2,1.75,1.5,17.4,5.245,4.5,15.65,15.74,13.5,13.9,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,0.0
Ahafo,Goaso,2022,3,9.133,8.333,11.867,27.4,25.0,10.667,82.203,75.0,9.5,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,0.0
Ahafo,Goaso,2022,4,5.58,4.0,37.433,16.743,12.0,33.667,50.24,36.0,29.933,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,0.0
Ahafo,Goaso,2022,5,3.21,3.0,5.275,9.632,9.0,4.775,28.898,27.0,4.25,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,0.0
Ahafo,Goaso,2022,6,4.293,3.333,27.867,12.883,10.0,25.1,38.65,30.0,22.3,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,0.0
Ahafo,Goaso,2022,7,2.643,2.667,-1.267,7.93,8.0,-1.167,23.787,24.0,-1.033,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s1,0,1,1,0.0
Ahafo,Goaso,2022,8,4.363,4.0,-0.033,13.093,12.0,-0.033,39.283,36.0,-0.033,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,inter_season,0,1,1,0.0
Ahafo,Goaso,2022,9,7.763,5.667,37.367,23.283,17.0,33.633,69.847,51.0,29.9,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,0.0
Ahafo,Goaso,2022,10,26.177,18.0,38.467,78.537,54.0,34.6,235.617,162.0,30.8,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,0.0
Ahafo,Goaso,2022,11,25.277,23.333,0.6,75.833,70.0,0.533,227.497,210.0,0.467,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s2,0,1,1,0.0
Ahafo,Goaso,2022,12,22.68,25.0,-8.267,68.047,75.0,-7.467,204.14,225.0,-6.633,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,0.0
Ahafo,Goaso,2023,1,3.69,4.667,-41.0,11.077,14.0,-36.9,33.227,42.0,-32.8,0,1,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,3,0.0
Ahafo,Goaso,2023,2,3.35,2.667,38.633,10.05,8.0,34.767,30.15,24.0,30.9,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,0.0
Ahafo,Goaso,2023,3,8.863,8.333,2.267,26.597,25.0,2.033,79.79,75.0,1.833,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,0.0
Ahafo,Goaso,2023,4,4.167,4.0,4.6,12.493,12.0,4.133,37.48,36.0,3.7,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,0.0
Ahafo,Goaso,2023,5,2.573,2.333,0.667,7.72,7.0,0.6,23.157,21.0,0.533,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,0.0
Ahafo,Goaso,2023,6,2.743,3.333,-16.567,8.233,10.0,-14.9,24.703,30.0,-13.2,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,0.0
Ahafo,Goaso,2023,7,2.49,2.667,-8.733,7.477,8.0,-7.867,22.43,24.0,-7.0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s1,0,1,1,0.0
Ahafo,Goaso,2023,8,2.23,4.0,-51.533,6.687,12.0,-46.433,20.06,36.0,-41.267,0,1,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,inter_season,0,1,2,0.0
Ahafo,Goaso,2023,9,4.647,5.667,-7.267,13.947,17.0,-6.533,41.84,51.0,-5.8,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,0.0
Ahafo,Goaso,2023,10,19.703,18.0,7.8,59.103,54.0,7.033,177.32,162.0,6.233,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,0.0
Ahafo,Goaso,2023,11,28.84,23.333,13.3,86.513,70.0,11.933,259.54,210.0,10.633,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s2,0,1,1,0.0
Ahafo,Goaso,2023,12,33.26,25.0,37.033,99.78,75.0,33.3,299.337,225.0,29.633,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,0.0
Ahafo,Goaso,2024,1,3.76,3.75,2.725,11.288,11.25,2.45,33.863,33.75,2.175,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,0.0
Ahafo,Goaso,2024,2,5.825,3.5,63.45,17.485,10.5,57.1,52.445,31.5,50.8,1,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,3,0.0
Ahafo,Goaso,2024,3,4.36,7.0,-42.175,13.082,21.0,-37.95,39.25,63.0,-33.75,0,1,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,2,0.0
Ahafo,Goaso,2024,4,4.847,4.0,21.367,14.537,12.0,19.233,43.603,36.0,17.1,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,0.0
Ahafo,Goaso,2024,5,2.5,2.333,11.7,7.493,7.0,10.5,22.48,21.0,9.3,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,0.0
Ahafo,Goaso,2024,6,3.873,3.0,34.067,11.623,9.0,30.667,34.863,27.0,27.233,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,0.0
Ahafo,Goaso,2024,7,2.573,2.667,-3.133,7.73,8.0,-2.867,23.193,24.0,-2.533,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s1,0,1,1,0.0
Ahafo,Goaso,2024,8,5.55,7.333,-20.233,16.65,22.0,-18.167,49.943,66.0,-16.133,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,inter_season,0,1,1,0.0
Ahafo,Goaso,2024,9,3.207,4.333,-8.633,9.62,13.0,-7.733,28.857,39.0,-6.9,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,0.0
Ahafo,Goaso,2024,10,21.317,27.0,-24.4,63.947,81.0,-21.933,191.84,243.0,-19.5,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,0.0
Ahafo,Goaso,2024,11,23.787,20.0,17.367,71.363,60.0,15.633,214.08,180.0,13.9,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s2,0,1,1,0.0
Ahafo,Goaso,2024,12,24.707,19.333,20.967,74.117,58.0,18.9,222.343,174.0,16.767,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,0.0
Volta,Ho Municipal,2003,1,7.587,7.75,-24.125,22.758,23.25,-21.725,68.272,69.75,-19.3,0,0,4.95,6.35,2.97,3.63,4.7,3.21,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,2,0.0
Volta,Ho Municipal,2003,2,32.995,31.5,7.35,98.985,94.5,6.6,296.95,283.5,5.85,0,0,5.35,6.1,2.81,3.46,4.82,3.12,2.97,-5.39,,0.0,1.0,3.0,0.0,2.0,0.0,0.0,lean,1,1,2,-0.0
Volta,Ho Municipal,2003,3,18.107,20.0,-8.967,54.323,60.0,-8.067,162.967,180.0,-7.167,0,0,5.5,5.93,2.72,3.28,4.49,2.64,2.81,-3.2,1.549,0.0,3.0,1.0,0.0,1.0,0.0,1.0,planting_s1,0,1,1,-0.0
Volta,Ho Municipal,2003,4,16.637,19.333,-22.933,49.91,58.0,-20.667,149.723,174.0,-18.367,0,0,4.78,5.54,2.36,2.69,4.82,2.4,2.72,-13.24,5.279,0.0,3.0,0.0,0.0,3.0,0.0,1.0,planting_s1,0,1,2,-0.0
Volta,Ho Municipal,2003,5,2.682,2.25,32.375,8.04,6.75,29.125,24.122,20.25,25.925,0,0,4.72,5.48,2.29,2.57,4.76,2.46,2.36,-2.97,5.864,0.0,1.0,0.0,0.0,3.0,0.0,0.0,growing_s1,0,1,1,-0.0
Volta,Ho Municipal,2003,6,10.16,8.333,24.333,30.483,25.0,21.9,91.46,75.0,19.467,0,0,4.8,6.05,2.33,2.79,4.69,2.57,2.29,1.75,7.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,0.0
Volta,Ho Municipal,2003,7,3.647,4.0,-4.8,10.933,12.0,-4.3,32.797,36.0,-3.8,0,0,5.37,6.35,2.72,2.9,5.19,2.73,2.33,16.74,10.291,0.0,1.0,0.0,0.0,1.0,0.0,0.0,harvest_s1,0,1,2,0.0
Volta,Ho Municipal,2003,8,4.883,3.333,45.6,14.647,10.0,41.033,43.943,30.0,36.467,0,0,5.32,6.1,3.18,2.91,4.81,2.75,2.72,16.91,8.704,0.0,2.0,2.0,0.0,1.0,0.0,0.0,inter_season,0,1,2,0.0
Volta,Ho Municipal,2003,9,2.733,3.0,-15.533,8.203,9.0,-13.967,24.613,27.0,-12.4,0,0,5.5,6.8,2.65,2.81,5.23,2.5,3.18,-16.67,19.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,-0.0
Volta,Ho Municipal,2003,10,3.067,2.667,12.2,9.2,8.0,10.967,27.607,24.0,9.767,0,0,5.85,6.93,2.94,2.76,5.12,2.6,2.65,10.94,17.914,0.0,1.0,0.0,0.0,2.0,0.0,0.0,growing_s2,0,1,2,0.0
Volta,Ho Municipal,2003,11,3.713,3.0,10.967,11.143,9.0,9.833,33.433,27.0,8.767,0,0,5.12,6.73,2.64,2.82,5.13,2.46,2.94,-10.2,14.44,0.0,3.0,3.0,0.0,1.0,0.0,1.0,harvest_s2,0,1,1,-0.0
Volta,Ho Municipal,2003,12,3.843,6.667,-27.933,11.537,20.0,-25.133,34.61,60.0,-22.367,0,0,6.13,6.85,2.91,3.63,5.1,3.08,2.64,10.23,12.005,0.0,3.0,0.0,0.0,3.0,0.0,1.0,lean,1,1,3,0.0
Volta,Ho Municipal,2004,1,12.117,9.667,35.767,36.347,29.0,32.2,109.037,87.0,28.633,0,0,6.6,7.73,3.4,4.19,5.05,3.48,2.91,16.84,14.096,0.0,1.0,0.0,0.0,3.0,0.0,0.0,lean,1,1,3,0.0
Volta,Ho Municipal,2004,2,24.467,27.667,-15.067,73.403,83.0,-13.533,220.21,249.0,-12.033,0,0,6.68,7.06,3.4,3.61,5.31,3.32,3.4,0.0,8.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,0.0
Volta,Ho Municipal,2004,3,24.96,24.0,-7.833,74.877,72.0,-7.033,224.637,216.0,-6.3,0,0,6.71,7.02,2.87,3.37,5.31,2.85,3.4,-15.59,16.219,0.0,3.0,2.0,0.0,1.0,0.0,1.0,planting_s1,0,1,1,-0.0
Volta,Ho Municipal,2004,4,11.887,10.0,28.867,35.657,30.0,26.0,106.967,90.0,23.133,0,0,5.38,6.06,2.71,3.11,5.54,2.76,2.87,-5.57,7.9,0.0,2.0,0.0,0.0,3.0,0.0,0.0,planting_s1,0,1,1,-0.0
Volta,Ho Municipal,2004,5,1.473,1.667,-10.567,4.417,5.0,-9.5,13.253,15.0,-8.467,0,0,5.83,6.57,2.34,2.94,5.25,2.71,2.71,-13.65,5.314,0.0,2.0,1.0,0.0,2.0,0.0,0.0,growing_s1,0,1,1,-0.0
Volta,Ho Municipal,2004,6,9.34,8.333,18.5,28.023,25.0,16.667,84.07,75.0,14.8,0,0,5.93,6.4,2.48,2.82,5.6,2.65,2.34,5.98,9.866,0.0,2.0,1.0,0.0,2.0,0.0,0.0,growing_s1,0,1,2,0.0
Volta,Ho Municipal,2004,7,3.32,4.0,-9.233,9.96,12.0,-8.3,29.88,36.0,-7.367,0,0,6.44,7.36,2.9,3.3,5.83,2.67,2.48,16.94,15.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s1,0,1,2,0.0
Volta,Ho Municipal,2004,8,3.887,3.333,11.5,11.667,10.0,10.4,35.0,30.0,9.233,0,0,6.46,7.03,3.58,2.96,5.59,3.04,2.9,23.45,8.829,1.0,0.0,0.0,0.0,0.0,0.0,0.0,inter_season,0,1,2,0.0
Volta,Ho Municipal,2004,9,3.127,3.0,7.2,9.37,9.0,6.467,28.113,27.0,5.733,0,0,6.67,8.04,3.27,3.25,6.07,3.05,3.58,-8.66,16.974,0.0,3.0,0.0,0.0,2.0,0.0,1.0,growing_s2,0,1,1,-0.0
Volta,Ho Municipal,2004,10,3.313,2.667,24.5,9.94,8.0,22.033,29.823,24.0,19.6,0,0,5.63,7.24,3.33,2.81,6.17,2.63,3.27,1.83,16.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,0.0
Volta,Ho Municipal,2004,11,2.343,3.0,-20.3,7.027,9.0,-18.267,21.083,27.0,-16.2,0,0,5.94,7.54,3.2,3.21,5.62,2.83,3.33,-3.9,5.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s2,0,1,1,-0.0
Volta,Ho Municipal,2004,12,4.802,5.75,-19.575,14.402,17.25,-17.625,43.208,51.75,-15.7,0,0,6.98,7.89,3.41,3.74,5.82,3.12,3.2,6.56,5.238,0.0,1.0,0.0,0.0,3.0,0.0,0.0,lean,1,1,2,0.0
Volta,Ho Municipal,2005,1,23.363,18.0,29.3,70.093,54.0,26.367,210.283,162.0,23.433,0,0,8.27,8.68,4.21,4.68,5.71,3.55,3.41,23.46,13.806,1.0,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,2,0.0
Volta,Ho Municipal,2005,2,25.18,27.5,-4.45,75.535,82.5,-4.0,226.6,247.5,-3.55,0,0,8.51,8.65,3.51,4.12,6.32,3.78,4.21,-16.63,20.127,0.0,1.0,1.0,0.0,1.0,0.0,0.0,lean,1,1,2,-0.0
Volta,Ho Municipal,2005,3,23.485,22.5,6.95,70.455,67.5,6.275,211.372,202.5,5.525,0,0,7.4,7.29,3.48,4.14,6.29,3.27,3.51,-0.85,20.196,0.0,1.0,0.0,0.0,1.0,0.0,0.0,planting_s1,0,1,1,-0.0
Volta,Ho Municipal,2005,4,3.907,4.667,-18.633,11.72,14.0,-16.767,35.16,42.0,-14.9,0,0,7.19,7.56,3.15,3.06,5.82,2.84,3.48,-9.48,7.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,-0.0
Volta,Ho Municipal,2005,5,2.957,2.667,-7.9,8.873,8.0,-7.1,26.617,24.0,-6.3,0,0,6.55,7.72,2.88,3.37,6.18,2.93,3.15,-8.57,4.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,-0.0
Volta,Ho Municipal,2005,6,7.733,8.333,-7.467,23.207,25.0,-6.733,69.61,75.0,-6.0,0,0,6.14,7.87,3.08,3.15,6.56,3.07,2.88,6.94,9.229,0.0,2.0,0.0,0.0,1.0,0.0,0.0,growing_s1,0,1,2,0.0
Volta,Ho Municipal,2005,7,2.807,4.0,-25.2,8.42,12.0,-22.667,25.267,36.0,-20.133,0,0,7.34,7.57,3.49,3.52,6.56,2.86,3.08,13.31,11.254,0.0,2.0,2.0,0.0,2.0,0.0,0.0,harvest_s1,0,1,2,0.0
Volta,Ho Municipal,2005,8,2.733,2.333,11.833,8.203,7.0,10.667,24.613,21.0,9.467,0,0,8.28,8.23,3.84,3.74,6.99,3.29,3.49,10.03,3.185,0.0,1.0,0.0,0.0,2.0,0.0,0.0,inter_season,0,1,2,0.0
Volta,Ho Municipal,2005,9,3.123,3.333,-8.0,9.373,10.0,-7.2,28.117,30.0,-6.433,0,0,7.52,8.55,3.6,3.27,6.28,3.35,3.84,-6.25,10.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,-0.0
Volta,Ho Municipal,2005,10,2.023,2.667,-29.167,6.08,8.0,-26.267,18.25,24.0,-23.333,0,0,7.03,8.35,3.45,3.52,6.72,3.12,3.6,-4.17,8.86,0.0,1.0,4.0,0.0,1.0,0.0,0.0,growing_s2,0,1,2,-0.0
Volta,Ho Municipal,2005,11,4.997,4.0,7.333,14.993,12.0,6.633,44.983,36.0,5.9,0,0,7.07,7.78,3.32,3.44,6.45,2.61,3.45,-3.77,1.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s2,0,1,1,-0.0
Volta,Ho Municipal,2005,12,4.05,5.667,-4.3,12.153,17.0,-3.867,36.47,51.0,-3.433,0,0,7.87,8.47,4.19,4.18,6.9,3.34,3.32,26.2,17.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,2,0.0
Volta,Ho Municipal,2006,1,19.71,18.0,3.433,59.127,54.0,3.1,177.373,162.0,2.767,0,0,9.95,10.27,4.0,5.05,6.87,4.26,4.19,-4.53,17.527,0.0,1.0,0.0,0.0,1.0,0.0,0.0,lean,1,1,2,-0.0
Volta,Ho Municipal,2006,2,23.137,23.333,-0.867,69.41,70.0,-0.8,208.24,210.0,-0.7,0,0,9.34,8.63,3.92,4.63,7.09,3.8,4.0,-2.0,17.059,0.0,2.0,2.0,0.0,1.0,0.0,0.0,lean,1,1,2,-0.0
Volta,Ho Municipal,2006,3,20.447,25.0,-15.9,61.34,75.0,-14.3,184.023,225.0,-12.767,0,0,8.63,8.45,3.63,4.43,6.92,3.62,3.92,-7.4,2.702,0.0,2.0,0.0,0.0,2.0,0.0,0.0,planting_s1,0,1,1,-0.0
Volta,Ho Municipal,2006,4,3.947,4.667,-4.633,11.843,14.0,-4.167,35.527,42.0,-3.733,0,0,6.7,7.74,3.31,3.61,7.4,3.42,3.63,-8.82,3.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,-0.0
Volta,Ho Municipal,2006,5,3.02,2.667,32.667,9.057,8.0,29.367,27.173,24.0,26.133,0,0,7.45,8.09,3.23,3.68,6.94,3.01,3.31,-2.42,3.361,0.0,2.0,3.0,0.0,2.0,0.0,0.0,growing_s1,0,1,1,-0.0
Volta,Ho Municipal,2006,6,9.517,8.333,13.6,28.55,25.0,12.267,85.657,75.0,10.933,0,0,8.28,8.69,3.17,3.65,6.9,3.11,3.23,-1.86,3.867,0.0,2.0,0.0,0.0,2.0,0.0,0.0,growing_s1,0,1,1,-0.0
Volta,Ho Municipal,2006,7,3.58,4.0,-13.233,10.737,12.0,-11.933,32.213,36.0,-10.6,0,0,8.11,8.91,4.01,3.74,7.42,3.17,3.17,26.5,16.538,1.0,3.0,2.0,0.0,2.0,0.0,1.0,harvest_s1,0,1,2,0.0
Volta,Ho Municipal,2006,8,0.867,2.333,-58.933,2.6,7.0,-53.033,7.797,21.0,-47.167,0,1,8.94,9.88,4.42,4.37,8.09,3.67,4.01,10.22,14.232,0.0,1.0,0.0,0.0,3.0,0.0,0.0,inter_season,0,1,3,0.0
Volta,Ho Municipal,2006,9,2.793,3.333,-13.933,8.383,10.0,-12.533,25.157,30.0,-11.133,0,0,8.84,9.17,4.21,3.92,6.9,3.27,4.42,-4.75,15.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,-0.0
Volta,Ho Municipal,2006,10,2.97,2.667,13.3,8.907,8.0,11.967,26.723,24.0,10.6,0,0,8.11,9.02,3.87,3.69,7.11,3.22,4.21,-8.08,9.747,0.0,3.0,4.0,0.0,1.0,0.0,1.0,growing_s2,0,1,1,-0.0
Volta,Ho Municipal,2006,11,3.293,4.0,-3.0,9.877,12.0,-2.733,29.633,36.0,-2.4,0,0,8.62,8.79,3.6,3.78,7.69,3.06,3.87,-6.98,1.697,0.0,3.0,1.0,1.0,3.0,0.0,1.0,harvest_s2,0,1,1,-0.0
Volta,Ho Municipal,2006,12,5.887,6.25,-12.275,17.665,18.75,-11.025,52.99,56.25,-9.8,0,0,9.0,10.25,4.29,4.5,8.1,3.72,3.6,19.17,15.425,0.0,2.0,2.0,0.0,3.0,1.0,0.0,lean,1,1,3,0.0
Volta,Ho Municipal,2007,1,29.44,27.0,9.0,88.317,81.0,8.1,264.95,243.0,7.2,0,0,9.55,10.72,4.81,5.71,7.86,4.21,4.29,12.12,13.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,2,0.0
Volta,Ho Municipal,2007,2,19.125,17.5,7.5,57.375,52.5,6.75,172.135,157.5,6.0,0,0,10.0,8.99,4.58,5.0,7.57,3.79,4.81,-4.78,12.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,-0.0
Volta,Ho Municipal,2007,3,20.352,20.75,5.025,61.055,62.25,4.525,183.16,186.75,4.0,0,0,10.31,9.77,4.05,4.81,8.04,3.53,4.58,-11.57,12.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,-0.0
Volta,Ho Municipal,2007,4,1.447,2.333,-25.1,4.343,7.0,-22.6,13.037,21.0,-20.067,0,0,8.14,8.89,3.75,3.8,8.15,3.46,4.05,-7.41,3.424,0.0,1.0,0.0,0.0,2.0,0.0,0.0,planting_s1,0,1,2,-0.0
Volta,Ho Municipal,2007,5,4.5,6.333,-23.267,13.493,19.0,-20.933,40.483,57.0,-18.633,0,0,8.51,9.31,3.43,3.49,7.74,3.5,3.75,-8.53,2.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,-0.0
Volta,Ho Municipal,2007,6,4.063,5.333,-21.067,12.197,16.0,-18.967,36.593,48.0,-16.833,0,0,8.51,9.9,3.79,3.93,8.41,3.43,3.43,10.5,10.678,0.0,3.0,0.0,1.0,1.0,0.0,1.0,growing_s1,0,1,2,0.0
Volta,Ho Municipal,2007,7,5.28,4.0,32.667,15.843,12.0,29.367,47.527,36.0,26.167,0,0,8.33,9.08,4.14,4.02,8.13,3.59,3.79,9.23,10.639,0.0,2.0,1.0,1.0,3.0,1.0,0.0,harvest_s1,0,1,2,0.0
Volta,Ho Municipal,2007,8,2.203,2.333,-11.567,6.617,7.0,-10.4,19.853,21.0,-9.267,0,0,9.95,10.93,4.7,4.3,7.49,3.85,4.14,13.53,2.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inter_season,0,1,1,0.0
Volta,Ho Municipal,2007,9,2.917,3.0,-6.067,8.747,9.0,-5.5,26.243,27.0,-4.867,0,0,9.79,10.67,4.07,3.66,8.22,3.98,4.7,-13.4,14.467,0.0,1.0,4.0,0.0,2.0,1.0,0.0,growing_s2,0,1,1,-0.0
Volta,Ho Municipal,2007,10,1.773,2.667,-34.9,5.327,8.0,-31.467,15.987,24.0,-27.933,0,0,9.67,10.06,4.39,4.29,8.11,3.35,4.07,7.86,14.197,0.0,1.0,0.0,1.0,1.0,0.0,0.0,growing_s2,0,1,2,0.0
Volta,Ho Municipal,2007,11,6.04,7.333,-19.767,18.12,22.0,-17.767,54.367,66.0,-15.8,0,0,9.35,9.91,4.21,4.0,8.96,3.25,4.39,-4.1,10.658,0.0,3.0,1.0,1.0,1.0,1.0,1.0,harvest_s2,0,1,1,-0.0
Volta,Ho Municipal,2007,12,3.437,4.333,-24.067,10.31,13.0,-21.633,30.933,39.0,-19.233,0,0,9.89,9.8,4.9,5.22,7.92,4.06,4.21,16.39,10.293,0.0,2.0,2.0,0.0,3.0,1.0,0.0,lean,1,1,3,0.0
Volta,Ho Municipal,2008,1,35.087,27.0,26.267,105.27,81.0,23.633,315.803,243.0,21.0,0,0,13.37,14.42,6.24,6.77,10.43,5.97,4.9,27.35,15.964,1.0,5.0,0.0,2.0,2.0,0.0,1.0,lean,1,1,3,0.0
Volta,Ho Municipal,2008,2,13.5,20.0,-33.633,40.503,60.0,-30.233,121.513,180.0,-26.867,0,0,12.88,13.06,5.84,6.8,10.91,5.63,6.24,-6.41,17.223,0.0,4.0,0.0,0.0,5.0,2.0,1.0,lean,1,1,3,-0.0
Volta,Ho Municipal,2008,3,17.067,19.333,-21.233,51.203,58.0,-19.1,153.617,174.0,-16.967,0,0,12.91,12.05,5.31,6.36,12.17,4.59,5.84,-9.08,20.306,0.0,4.0,5.0,0.0,4.0,0.0,1.0,planting_s1,0,1,2,-0.0
Volta,Ho Municipal,2008,4,2.52,2.333,11.5,7.563,7.0,10.367,22.69,21.0,9.2,0,0,12.18,11.68,5.11,5.46,12.01,4.66,5.31,-3.77,2.655,0.0,2.0,0.0,0.0,4.0,0.0,0.0,planting_s1,0,1,1,-0.0
Volta,Ho Municipal,2008,5,6.903,6.333,12.767,20.713,19.0,11.5,62.14,57.0,10.233,0,0,11.06,12.84,4.94,5.23,11.0,4.36,5.11,-3.33,3.2,0.0,4.0,2.0,0.0,2.0,0.0,1.0,growing_s1,0,1,2,-0.0
