event_id_cnty,event_date,year,event_type,sub_event_type,admin1,admin2,location,latitude,longitude,fatalities,notes
GHA3898,2023-09-13,2023,Violence against civilians,Violence against civilians,Eastern,Eastern,Eastern,6.176,-0.4461,0,Event recorded in Eastern on 2023-09-13
GHA3899,2023-10-01,2023,Riots,Riots,Eastern,Eastern,Eastern,6.0149,-0.675,0,Event recorded in Eastern on 2023-10-01
GHA3900,2023-10-07,2023,Riots,Riots,Eastern,Eastern,Eastern,6.2902,0.0493,0,Event recorded in Eastern on 2023-10-07
GHA3901,2023-10-10,2023,Violence against civilians,Violence against civilians,Eastern,Eastern,Eastern,5.7503,-0.2856,1,Event recorded in Eastern on 2023-10-10
GHA3902,2023-10-31,2023,Protests,Protests,Eastern,Eastern,Eastern,6.4989,-0.7791,0,Event recorded in Eastern on 2023-10-31
GHA3903,2023-11-02,2023,Protests,Protests,Eastern,Eastern,Eastern,6.4549,-0.6815,0,Event recorded in Eastern on 2023-11-02
GHA3904,2023-11-12,2023,Flood displacement event,Flood displacement event,Eastern,Eastern,Eastern,5.7803,-0.4703,0,Event recorded in Eastern on 2023-11-12
GHA3905,2023-12-03,2023,Protests,Protests,Eastern,Eastern,Eastern,6.6856,-0.483,0,Event recorded in Eastern on 2023-12-03
GHA3906,2023-12-05,2023,Violence against civilians,Violence against civilians,Eastern,Eastern,Eastern,6.1594,-0.2873,2,Event recorded in Eastern on 2023-12-05
GHA3907,2023-12-10,2023,Protests,Protests,Eastern,Eastern,Eastern,6.2434,-0.7326,0,Event recorded in Eastern on 2023-12-10
GHA3908,2023-12-12,2023,Battles,Battles,Eastern,Eastern,Eastern,5.841,-0.6125,1,Event recorded in Eastern on 2023-12-12
GHA3909,2023-12-15,2023,Strategic developments,Strategic developments,Eastern,Eastern,Eastern,6.8515,-0.2217,0,Event recorded in Eastern on 2023-12-15
GHA3910,2023-12-17,2023,Explosions/Remote violence,Explosions/Remote violence,Eastern,Eastern,Eastern,6.1463,-0.2396,0,Event recorded in Eastern on 2023-12-17
GHA3911,2023-12-19,2023,Protests,Protests,Eastern,Eastern,Eastern,6.3315,-0.5482,0,Event recorded in Eastern on 2023-12-19
GHA3912,2024-01-10,2024,Violence against civilians,Violence against civilians,Eastern,Eastern,Eastern,5.6411,-1.1134,1,Event recorded in Eastern on 2024-01-10
GHA3913,2024-01-30,2024,Protests,Protests,Eastern,Eastern,Eastern,6.3434,-0.2426,0,Event recorded in Eastern on 2024-01-30
GHA3914,2024-01-31,2024,Protests,Protests,Eastern,Eastern,Eastern,5.6196,-0.4235,0,Event recorded in Eastern on 2024-01-31
GHA3915,2024-02-04,2024,Protests,Protests,Eastern,Eastern,Eastern,5.605,-0.469,0,Event recorded in Eastern on 2024-02-04
GHA3916,2024-03-25,2024,Strategic developments,Strategic developments,Eastern,Eastern,Eastern,5.9045,-0.4515,0,Event recorded in Eastern on 2024-03-25
GHA3917,2024-04-30,2024,Strategic developments,Strategic developments,Eastern,Eastern,Eastern,6.5368,-0.3334,0,Event recorded in Eastern on 2024-04-30
GHA3918,2024-05-07,2024,Riots,Riots,Eastern,Eastern,Eastern,6.2762,-0.6256,0,Event recorded in Eastern on 2024-05-07
GHA3919,2024-06-21,2024,Riots,Riots,Eastern,Eastern,Eastern,6.1118,-0.8886,0,Event recorded in Eastern on 2024-06-21
GHA3920,2024-07-15,2024,Protests,Protests,Eastern,Eastern,Eastern,6.2937,-0.3081,0,Event recorded in Eastern on 2024-07-15
GHA3921,2024-10-02,2024,Violence against civilians,Violence against civilians,Eastern,Eastern,Eastern,5.7767,-0.3639,2,Event recorded in Eastern on 2024-10-02
GHA3922,2024-10-23,2024,Strategic developments,Strategic developments,Eastern,Eastern,Eastern,6.2469,-0.5175,0,Event recorded in Eastern on 2024-10-23
GHA3923,2024-11-02,2024,Strategic developments,Strategic developments,Eastern,Eastern,Eastern,5.7795,-0.5734,0,Event recorded in Eastern on 2024-11-02
GHA3924,2003-02-11,2003,Protests,Protests,Central,Central,Central,5.0964,-1.0609,0,Event recorded in Central on 2003-02-11
GHA3925,2003-03-12,2003,Strategic developments,Strategic developments,Central,Central,Central,5.496,-0.8095,0,Event recorded in Central on 2003-03-12
GHA3926,2003-03-15,2003,Violence against civilians,Violence against civilians,Central,Central,Central,6.1037,-0.8165,0,Event recorded in Central on 2003-03-15
GHA3927,2003-04-06,2003,Riots,Riots,Central,Central,Central,5.1726,-0.417,0,Event recorded in Central on 2003-04-06
GHA3928,2003-04-09,2003,Protests,Protests,Central,Central,Central,5.1391,-1.0691,0,Event recorded in Central on 2003-04-09
GHA3929,2003-05-03,2003,Protests,Protests,Central,Central,Central,5.8005,-1.5591,0,Event recorded in Central on 2003-05-03
GHA3930,2003-05-14,2003,Battles,Battles,Central,Central,Central,5.7256,-1.292,0,Event recorded in Central on 2003-05-14
GHA3931,2003-05-28,2003,Explosions/Remote violence,Explosions/Remote violence,Central,Central,Central,6.0746,-0.9376,0,Event recorded in Central on 2003-05-28
GHA3932,2003-08-09,2003,Battles,Battles,Central,Central,Central,5.7074,-1.4841,3,Event recorded in Central on 2003-08-09
GHA3933,2003-08-11,2003,Flood displacement event,Flood displacement event,Central,Central,Central,5.869,-1.1444,0,Event recorded in Central on 2003-08-11
GHA3934,2003-10-19,2003,Violence against civilians,Violence against civilians,Central,Central,Central,5.8858,-0.6806,1,Event recorded in Central on 2003-10-19
GHA3935,2003-10-30,2003,Explosions/Remote violence,Explosions/Remote violence,Central,Central,Central,5.7154,-0.8296,0,Event recorded in Central on 2003-10-30
GHA3936,2003-11-24,2003,Violence against civilians,Violence against civilians,Central,Central,Central,5.6203,-1.1315,2,Event recorded in Central on 2003-11-24
GHA3937,2004-01-23,2004,Strategic developments,Strategic developments,Central,Central,Central,5.2105,-1.1833,0,Event recorded in Central on 2004-01-23
GHA3938,2004-03-19,2004,Riots,Riots,Central,Central,Central,5.7739,-1.1321,0,Event recorded in Central on 2004-03-19
GHA3939,2004-04-14,2004,Violence against civilians,Violence against civilians,Central,Central,Central,5.5306,-0.8315,0,Event recorded in Central on 2004-04-14
GHA3940,2004-06-22,2004,Protests,Protests,Central,Central,Central,5.6478,-1.0275,0,Event recorded in Central on 2004-06-22
GHA3941,2004-07-25,2004,Strategic developments,Strategic developments,Central,Central,Central,5.4473,-0.3169,0,Event recorded in Central on 2004-07-25
GHA3942,2004-07-30,2004,Protests,Protests,Central,Central,Central,5.6847,-0.6653,0,Event recorded in Central on 2004-07-30
GHA3943,2004-08-05,2004,Protests,Protests,Central,Central,Central,4.9983,-1.1783,0,Event recorded in Central on 2004-08-05
GHA3944,2004-10-13,2004,Flood displacement event,Flood displacement event,Central,Central,Central,5.9018,-0.6386,0,Event recorded in Central on 2004-10-13
GHA3945,2004-10-30,2004,Violence against civilians,Violence against civilians,Central,Central,Central,6.0905,-0.8247,0,Event recorded in Central on 2004-10-30
GHA3946,2004-11-15,2004,Protests,Protests,Central,Central,Central,5.1426,-0.693,0,Event recorded in Central on 2004-11-15
GHA3947,2004-11-16,2004,Flood displacement event,Flood displacement event,Central,Central,Central,5.7108,-1.0594,0,Event recorded in Central on 2004-11-16
GHA3948,2004-12-13,2004,Violence against civilians,Violence against civilians,Central,Central,Central,5.453,-1.387,0,Event recorded in Central on 2004-12-13
GHA3949,2004-12-16,2004,Flood displacement event,Flood displacement event,Central,Central,Central,5.2933,-1.0751,0,Event recorded in Central on 2004-12-16
GHA3950,2004-12-17,2004,Flood displacement event,Flood displacement event,Central,Central,Central,5.8725,-1.0352,0,Event recorded in Central on 2004-12-17
GHA3951,2005-01-08,2005,Protests,Protests,Central,Central,Central,5.0612,-1.3391,0,Event recorded in Central on 2005-01-08
GHA3952,2005-01-13,2005,Violence against civilians,Violence against civilians,Central,Central,Central,5.5997,-0.8861,0,Event recorded in Central on 2005-01-13
GHA3953,2005-02-22,2005,Protests,Protests,Central,Central,Central,6.1465,-1.2896,0,Event recorded in Central on 2005-02-22
GHA3954,2005-03-07,2005,Protests,Protests,Central,Central,Central,5.4155,-1.0794,0,Event recorded in Central on 2005-03-07
GHA3955,2005-03-12,2005,Violence against civilians,Violence against civilians,Central,Central,Central,5.1834,-1.3067,0,Event recorded in Central on 2005-03-12
GHA3956,2005-03-25,2005,Violence against civilians,Violence against civilians,Central,Central,Central,5.2397,-1.079,1,Event recorded in Central on 2005-03-25
GHA3957,2005-05-06,2005,Riots,Riots,Central,Central,Central,6.1397,-1.118,0,Event recorded in Central on 2005-05-06
GHA3958,2005-06-10,2005,Flood displacement event,Flood displacement event,Central,Central,Central,5.762,-1.1927,0,Event recorded in Central on 2005-06-10
GHA3959,2005-06-11,2005,Explosions/Remote violence,Explosions/Remote violence,Central,Central,Central,5.7471,-1.0998,0,Event recorded in Central on 2005-06-11
GHA3960,2005-08-10,2005,Flood displacement event,Flood displacement event,Central,Central,Central,5.6921,-0.7405,0,Event recorded in Central on 2005-08-10
GHA3961,2005-09-08,2005,Flood displacement event,Flood displacement event,Central,Central,Central,5.1948,-0.4652,0,Event recorded in Central on 2005-09-08
GHA3962,2005-09-11,2005,Riots,Riots,Central,Central,Central,4.9266,-0.6045,0,Event recorded in Central on 2005-09-11
GHA3963,2005-11-06,2005,Strategic developments,Strategic developments,Central,Central,Central,5.5507,-0.5413,0,Event recorded in Central on 2005-11-06
GHA3964,2005-12-16,2005,Battles,Battles,Central,Central,Central,4.9311,-0.4543,0,Event recorded in Central on 2005-12-16
GHA3965,2005-12-25,2005,Violence against civilians,Violence against civilians,Central,Central,Central,5.6919,-1.2013,0,Event recorded in Central on 2005-12-25
GHA3966,2006-01-12,2006,Violence against civilians,Violence against civilians,Central,Central,Central,5.8493,-1.3824,2,Event recorded in Central on 2006-01-12
GHA3967,2006-01-26,2006,Riots,Riots,Central,Central,Central,5.1922,-1.3686,0,Event recorded in Central on 2006-01-26
GHA3968,2006-01-27,2006,Flood displacement event,Flood displacement event,Central,Central,Central,5.3607,-0.9784,0,Event recorded in Central on 2006-01-27
GHA3969,2006-02-05,2006,Strategic developments,Strategic developments,Central,Central,Central,5.5794,-1.2469,0,Event recorded in Central on 2006-02-05
GHA3970,2006-04-16,2006,Battles,Battles,Central,Central,Central,5.4834,-1.268,3,Event recorded in Central on 2006-04-16
GHA3971,2006-04-20,2006,Protests,Protests,Central,Central,Central,5.6973,-0.1517,0,Event recorded in Central on 2006-04-20
GHA3972,2006-05-05,2006,Protests,Protests,Central,Central,Central,5.6277,-0.7805,0,Event recorded in Central on 2006-05-05
GHA3973,2006-08-28,2006,Protests,Protests,Central,Central,Central,4.9894,-0.9047,0,Event recorded in Central on 2006-08-28
GHA3974,2006-11-30,2006,Flood displacement event,Flood displacement event,Central,Central,Central,5.2885,-0.8359,0,Event recorded in Central on 2006-11-30
GHA3975,2007-01-09,2007,Strategic developments,Strategic developments,Central,Central,Central,5.5409,-0.9793,0,Event recorded in Central on 2007-01-09
GHA3976,2007-01-22,2007,Battles,Battles,Central,Central,Central,5.4838,-0.4051,3,Event recorded in Central on 2007-01-22
GHA3977,2007-01-28,2007,Strategic developments,Strategic developments,Central,Central,Central,5.3836,-0.5392,0,Event recorded in Central on 2007-01-28
GHA3978,2007-03-29,2007,Violence against civilians,Violence against civilians,Central,Central,Central,5.3433,-0.623,0,Event recorded in Central on 2007-03-29
GHA3979,2007-06-19,2007,Flood displacement event,Flood displacement event,Central,Central,Central,5.496,-0.7076,0,Event recorded in Central on 2007-06-19
GHA3980,2007-08-28,2007,Explosions/Remote violence,Explosions/Remote violence,Central,Central,Central,5.5981,-0.5227,0,Event recorded in Central on 2007-08-28
GHA3981,2007-09-06,2007,Strategic developments,Strategic developments,Central,Central,Central,5.6506,-0.7528,0,Event recorded in Central on 2007-09-06
GHA3982,2007-09-20,2007,Strategic developments,Strategic developments,Central,Central,Central,5.6037,-0.706,0,Event recorded in Central on 2007-09-20
GHA3983,2007-11-01,2007,Battles,Battles,Central,Central,Central,5.0389,-0.8392,0,Event recorded in Central on 2007-11-01
GHA3984,2007-11-17,2007,Protests,Protests,Central,Central,Central,5.501,-1.5999,0,Event recorded in Central on 2007-11-17
GHA3985,2007-12-12,2007,Protests,Protests,Central,Central,Central,5.765,-0.6362,0,Event recorded in Central on 2007-12-12
GHA3986,2008-01-13,2008,Flood displacement event,Flood displacement event,Central,Central,Central,5.7679,-0.9093,0,Event recorded in Central on 2008-01-13
GHA3987,2008-02-01,2008,Protests,Protests,Central,Central,Central,5.9117,-0.8128,0,Event recorded in Central on 2008-02-01
GHA3988,2008-02-09,2008,Strategic developments,Strategic developments,Central,Central,Central,5.7008,-0.8564,0,Event recorded in Central on 2008-02-09
GHA3989,2008-02-27,2008,Protests,Protests,Central,Central,Central,5.4768,-1.6411,0,Event recorded in Central on 2008-02-27
GHA3990,2008-03-07,2008,Violence against civilians,Violence against civilians,Central,Central,Central,5.7525,-0.8677,0,Event recorded in Central on 2008-03-07
GHA3991,2008-03-19,2008,Explosions/Remote violence,Explosions/Remote violence,Central,Central,Central,5.4697,-1.1192,0,Event recorded in Central on 2008-03-19
GHA3992,2008-03-21,2008,Violence against civilians,Violence against civilians,Central,Central,Central,5.7903,-0.659,1,Event recorded in Central on 2008-03-21
GHA3993,2008-03-29,2008,Strategic developments,Strategic developments,Central,Central,Central,5.9929,-0.811,0,Event recorded in Central on 2008-03-29
GHA3994,2008-04-02,2008,Protests,Protests,Central,Central,Central,5.7109,-1.4586,0,Event recorded in Central on 2008-04-02
GHA3995,2008-04-05,2008,Protests,Protests,Central,Central,Central,5.1632,-1.2275,0,Event recorded in Central on 2008-04-05
GHA3996,2008-04-06,2008,Violence against civilians,Violence against civilians,Central,Central,Central,5.2806,-0.9414,1,Event recorded in Central on 2008-04-06
GHA3997,2008-04-16,2008,Strategic developments,Strategic developments,Central,Central,Central,5.3054,-1.1486,0,Event recorded in Central on 2008-04-16
GHA3998,2008-05-11,2008,Flood displacement event,Flood displacement event,Central,Central,Central,5.7268,-0.7622,0,Event recorded in Central on 2008-05-11
GHA3999,2008-05-12,2008,Violence against civilians,Violence against civilians,Central,Central,Central,5.1828,-0.8695,4,Event recorded in Central on 2008-05-12
GHA4000,2008-06-01,2008,Riots,Riots,Central,Central,Central,6.0766,-0.7059,0,Event recorded in Central on 2008-06-01
GHA4001,2008-06-18,2008,Strategic developments,Strategic developments,Central,Central,Central,5.7343,-1.0532,0,Event recorded in Central on 2008-06-18
GHA4002,2008-06-30,2008,Protests,Protests,Central,Central,Central,5.3358,-0.8672,0,Event recorded in Central on 2008-06-30
GHA4003,2008-07-15,2008,Strategic developments,Strategic developments,Central,Central,Central,5.3551,-1.1305,0,Event recorded in Central on 2008-07-15
GHA4004,2008-07-19,2008,Protests,Protests,Central,Central,Central,5.8124,-0.8174,0,Event recorded in Central on 2008-07-19
GHA4005,2008-07-21,2008,Riots,Riots,Central,Central,Central,5.5692,-1.248,0,Event recorded in Central on 2008-07-21
GHA4006,2008-07-31,2008,Battles,Battles,Central,Central,Central,5.652,-0.8025,6,Event recorded in Central on 2008-07-31
GHA4007,2008-08-04,2008,Strategic developments,Strategic developments,Central,Central,Central,5.1491,-1.087,0,Event recorded in Central on 2008-08-04
GHA4008,2008-08-13,2008,Protests,Protests,Central,Central,Central,5.6283,-0.7146,0,Event recorded in Central on 2008-08-13
GHA4009,2008-08-18,2008,Explosions/Remote violence,Explosions/Remote violence,Central,Central,Central,5.4275,-0.3435,0,Event recorded in Central on 2008-08-18
GHA4010,2008-08-21,2008,Strategic developments,Strategic developments,Central,Central,Central,5.8106,-1.048,0,Event recorded in Central on 2008-08-21
GHA4011,2008-08-24,2008,Violence against civilians,Violence against civilians,Central,Central,Central,5.4924,-0.8172,1,Event recorded in Central on 2008-08-24
GHA4012,2008-08-30,2008,Violence against civilians,Violence against civilians,Central,Central,Central,5.5392,-1.0895,5,Event recorded in Central on 2008-08-30
GHA4013,2008-09-09,2008,Protests,Protests,Central,Central,Central,6.1447,-0.7887,0,Event recorded in Central on 2008-09-09
GHA4014,2008-09-16,2008,Battles,Battles,Central,Central,Central,5.7097,-1.0152,1,Event recorded in Central on 2008-09-16
GHA4015,2008-09-22,2008,Flood displacement event,Flood displacement event,Central,Central,Central,5.6357,-1.4751,0,Event recorded in Central on 2008-09-22
GHA4016,2008-09-29,2008,Riots,Riots,Central,Central,Central,5.4027,-0.3939,0,Event recorded in Central on 2008-09-29
GHA4017,2008-10-25,2008,Protests,Protests,Central,Central,Central,5.9704,-0.4784,0,Event recorded in Central on 2008-10-25
GHA4018,2008-11-03,2008,Riots,Riots,Central,Central,Central,5.5701,-0.6162,0,Event recorded in Central on 2008-11-03
GHA4019,2008-11-06,2008,Violence against civilians,Violence against civilians,Central,Central,Central,5.3291,-1.7601,0,Event recorded in Central on 2008-11-06
GHA4020,2008-11-18,2008,Strategic developments,Strategic developments,Central,Central,Central,5.5996,-0.8545,0,Event recorded in Central on 2008-11-18
GHA4021,2008-11-22,2008,Protests,Protests,Central,Central,Central,5.7062,-0.8574,0,Event recorded in Central on 2008-11-22
GHA4022,2008-12-03,2008,Protests,Protests,Central,Central,Central,4.8342,-0.808,0,Event recorded in Central on 2008-12-03
GHA4023,2008-12-06,2008,Violence against civilians,Violence against civilians,Central,Central,Central,5.5548,-1.2351,2,Event recorded in Central on 2008-12-06
GHA4024,2008-12-11,2008,Protests,Protests,Central,Central,Central,5.3537,-1.1663,0,Event recorded in Central on 2008-12-11
GHA4025,2009-01-15,2009,Protests,Protests,Central,Central,Central,5.3814,-0.9809,0,Event recorded in Central on 2009-01-15
GHA4026,2009-01-22,2009,Battles,Battles,Central,Central,Central,5.7849,-0.7755,1,Event recorded in Central on 2009-01-22
GHA4027,2009-02-04,2009,Battles,Battles,Central,Central,Central,5.5379,-1.2681,4,Event recorded in Central on 2009-02-04
GHA4028,2009-04-25,2009,Riots,Riots,Central,Central,Central,5.6681,-1.1723,0,Event recorded in Central on 2009-04-25
GHA4029,2009-05-20,2009,Protests,Protests,Central,Central,Central,6.0761,-0.2739,0,Event recorded in Central on 2009-05-20
GHA4030,2009-06-27,2009,Protests,Protests,Central,Central,Central,5.074,-0.7086,0,Event recorded in Central on 2009-06-27
GHA4031,2009-07-22,2009,Violence against civilians,Violence against civilians,Central,Central,Central,5.82,-0.6134,1,Event recorded in Central on 2009-07-22
GHA4032,2009-07-27,2009,Battles,Battles,Central,Central,Central,5.2981,-0.9484,4,Event recorded in Central on 2009-07-27
GHA4033,2009-07-31,2009,Riots,Riots,Central,Central,Central,5.4565,-1.062,0,Event recorded in Central on 2009-07-31
GHA4034,2009-11-14,2009,Strategic developments,Strategic developments,Central,Central,Central,5.6778,-0.9417,0,Event recorded in Central on 2009-11-14
GHA4035,2009-11-19,2009,Violence against civilians,Violence against civilians,Central,Central,Central,5.0819,-1.0329,3,Event recorded in Central on 2009-11-19
GHA4036,2009-11-28,2009,Protests,Protests,Central,Central,Central,4.8882,-0.9524,0,Event recorded in Central on 2009-11-28
GHA4037,2009-12-02,2009,Flood displacement event,Flood displacement event,Central,Central,Central,5.4811,-1.0667,0,Event recorded in Central on 2009-12-02
GHA4038,2009-12-09,2009,Riots,Riots,Central,Central,Central,5.597,-0.5675,0,Event recorded in Central on 2009-12-09
GHA4039,2010-01-02,2010,Violence against civilians,Violence against civilians,Central,Central,Central,5.7536,-0.7127,2,Event recorded in Central on 2010-01-02
GHA4040,2010-01-03,2010,Riots,Riots,Central,Central,Central,5.5471,-1.8395,0,Event recorded in Central on 2010-01-03
GHA4041,2010-01-13,2010,Violence against civilians,Violence against civilians,Central,Central,Central,5.8024,-0.8255,0,Event recorded in Central on 2010-01-13
GHA4042,2010-01-26,2010,Flood displacement event,Flood displacement event,Central,Central,Central,6.1111,-1.0039,0,Event recorded in Central on 2010-01-26
GHA4043,2010-02-01,2010,Protests,Protests,Central,Central,Central,5.923,-0.7999,0,Event recorded in Central on 2010-02-01
GHA4044,2010-06-04,2010,Strategic developments,Strategic developments,Central,Central,Central,5.5964,-0.9796,0,Event recorded in Central on 2010-06-04
GHA4045,2010-07-03,2010,Strategic developments,Strategic developments,Central,Central,Central,5.4022,-0.6223,0,Event recorded in Central on 2010-07-03
GHA4046,2010-07-12,2010,Strategic developments,Strategic developments,Central,Central,Central,5.6752,-0.658,0,Event recorded in Central on 2010-07-12
GHA4047,2010-08-30,2010,Protests,Protests,Central,Central,Central,5.5787,-1.2119,0,Event recorded in Central on 2010-08-30
GHA4048,2010-09-07,2010,Protests,Protests,Central,Central,Central,5.7319,-0.9364,0,Event recorded in Central on 2010-09-07
GHA4049,2010-09-14,2010,Riots,Riots,Central,Central,Central,5.7319,-0.2114,0,Event recorded in Central on 2010-09-14
GHA4050,2010-11-14,2010,Protests,Protests,Central,Central,Central,5.2797,-1.1694,0,Event recorded in Central on 2010-11-14
GHA4051,2010-11-25,2010,Strategic developments,Strategic developments,Central,Central,Central,5.8723,-0.7143,0,Event recorded in Central on 2010-11-25
GHA4052,2010-11-27,2010,Violence against civilians,Violence against civilians,Central,Central,Central,5.2551,-1.1554,1,Event recorded in Central on 2010-11-27
GHA4053,2010-12-10,2010,Violence against civilians,Violence against civilians,Central,Central,Central,5.9252,-1.2751,3,Event recorded in Central on 2010-12-10
GHA4054,2011-01-03,2011,Riots,Riots,Central,Central,Central,5.5452,-0.6031,0,Event recorded in Central on 2011-01-03
GHA4055,2011-01-15,2011,Flood displacement event,Flood displacement event,Central,Central,Central,5.481,-1.4664,0,Event recorded in Central on 2011-01-15
GHA4056,2011-01-16,2011,Strategic developments,Strategic developments,Central,Central,Central,5.6583,-0.9018,0,Event recorded in Central on 2011-01-16
GHA4057,2011-04-08,2011,Violence against civilians,Violence against civilians,Central,Central,Central,5.5079,-1.3621,2,Event recorded in Central on 2011-04-08
GHA4058,2011-04-11,2011,Riots,Riots,Central,Central,Central,5.7827,-0.8369,0,Event recorded in Central on 2011-04-11
GHA4059,2011-04-15,2011,Strategic developments,Strategic developments,Central,Central,Central,5.7753,-0.8413,0,Event recorded in Central on 2011-04-15
GHA4060,2011-06-01,2011,Flood displacement event,Flood displacement event,Central,Central,Central,5.9872,-1.2796,0,Event recorded in Central on 2011-06-01
GHA4061,2011-07-12,2011,Violence against civilians,Violence against civilians,Central,Central,Central,6.0933,-0.7262,2,Event recorded in Central on 2011-07-12
GHA4062,2011-08-30,2011,Protests,Protests,Central,Central,Central,5.2814,-0.9572,0,Event recorded in Central on 2011-08-30
GHA4063,2011-09-24,2011,Strategic developments,Strategic developments,Central,Central,Central,5.313,-0.9591,0,Event recorded in Central on 2011-09-24
GHA4064,2011-09-29,2011,Flood displacement event,Flood displacement event,Central,Central,Central,5.311,-1.0764,0,Event recorded in Central on 2011-09-29
GHA4065,2011-10-01,2011,Violence against civilians,Violence against civilians,Central,Central,Central,5.2674,-0.9631,3,Event recorded in Central on 2011-10-01
GHA4066,2011-10-03,2011,Flood displacement event,Flood displacement event,Central,Central,Central,5.8635,-1.3711,0,Event recorded in Central on 2011-10-03
GHA4067,2011-12-05,2011,Protests,Protests,Central,Central,Central,4.8104,-0.9446,0,Event recorded in Central on 2011-12-05
GHA4068,2011-12-11,2011,Violence against civilians,Violence against civilians,Central,Central,Central,5.5677,-0.8495,0,Event recorded in Central on 2011-12-11
GHA4069,2011-12-19,2011,Strategic developments,Strategic developments,Central,Central,Central,6.5667,-0.6593,0,Event recorded in Central on 2011-12-19
GHA4070,2011-12-24,2011,Battles,Battles,Central,Central,Central,5.3841,-0.7162,1,Event recorded in Central on 2011-12-24
GHA4071,2012-01-01,2012,Strategic developments,Strategic developments,Central,Central,Central,5.1644,-1.0731,0,Event recorded in Central on 2012-01-01
GHA4072,2012-01-02,2012,Strategic developments,Strategic developments,Central,Central,Central,5.5662,-0.9894,0,Event recorded in Central on 2012-01-02
GHA4073,2012-02-17,2012,Protests,Protests,Central,Central,Central,5.8363,-0.785,0,Event recorded in Central on 2012-02-17
GHA4074,2012-02-24,2012,Protests,Protests,Central,Central,Central,5.7678,-1.3037,0,Event recorded in Central on 2012-02-24
GHA4075,2012-03-01,2012,Strategic developments,Strategic developments,Central,Central,Central,5.6629,-0.7784,0,Event recorded in Central on 2012-03-01
GHA4076,2012-03-07,2012,Protests,Protests,Central,Central,Central,5.7291,-1.2339,0,Event recorded in Central on 2012-03-07
GHA4077,2012-04-11,2012,Flood displacement event,Flood displacement event,Central,Central,Central,5.5521,-0.6941,0,Event recorded in Central on 2012-04-11
GHA4078,2012-05-03,2012,Battles,Battles,Central,Central,Central,5.642,-1.3136,2,Event recorded in Central on 2012-05-03
GHA4079,2012-05-05,2012,Strategic developments,Strategic developments,Central,Central,Central,5.9998,-0.9921,0,Event recorded in Central on 2012-05-05
GHA4080,2012-05-15,2012,Violence against civilians,Violence against civilians,Central,Central,Central,5.6947,-1.62,3,Event recorded in Central on 2012-05-15
GHA4081,2012-05-16,2012,Protests,Protests,Central,Central,Central,5.6545,-0.1735,0,Event recorded in Central on 2012-05-16
GHA4082,2012-07-10,2012,Violence against civilians,Violence against civilians,Central,Central,Central,5.4299,-0.9956,3,Event recorded in Central on 2012-07-10
GHA4083,2012-07-17,2012,Riots,Riots,Central,Central,Central,5.0372,-1.5929,0,Event recorded in Central on 2012-07-17
GHA4084,2012-09-25,2012,Explosions/Remote violence,Explosions/Remote violence,Central,Central,Central,5.2838,-0.7919,0,Event recorded in Central on 2012-09-25
GHA4085,2012-09-29,2012,Flood displacement event,Flood displacement event,Central,Central,Central,5.1179,-1.2558,0,Event recorded in Central on 2012-09-29
GHA4086,2012-10-13,2012,Riots,Riots,Central,Central,Central,5.4834,-1.4663,0,Event recorded in Central on 2012-10-13
GHA4087,2012-11-16,2012,Protests,Protests,Central,Central,Central,5.4576,-0.7372,0,Event recorded in Central on 2012-11-16
GHA4088,2012-12-16,2012,Riots,Riots,Central,Central,Central,5.6933,-1.3415,0,Event recorded in Central on 2012-12-16
GHA4089,2012-12-27,2012,Protests,Protests,Central,Central,Central,5.1824,-1.2394,0,Event recorded in Central on 2012-12-27
GHA4090,2012-12-31,2012,Protests,Protests,Central,Central,Central,5.6789,-0.9737,0,Event recorded in Central on 2012-12-31
GHA4091,2013-01-22,2013,Protests,Protests,Central,Central,Central,5.1705,-0.8784,0,Event recorded in Central on 2013-01-22
GHA4092,2013-02-11,2013,Battles,Battles,Central,Central,Central,5.4919,-1.4412,2,Event recorded in Central on 2013-02-11
GHA4093,2013-03-08,2013,Protests,Protests,Central,Central,Central,5.7431,-1.0767,0,Event recorded in Central on 2013-03-08
GHA4094,2013-04-12,2013,Strategic developments,Strategic developments,Central,Central,Central,6.2659,-1.2838,0,Event recorded in Central on 2013-04-12
GHA4095,2013-05-24,2013,Violence against civilians,Violence against civilians,Central,Central,Central,6.115,-0.8634,1,Event recorded in Central on 2013-05-24
GHA4096,2013-06-04,2013,Battles,Battles,Central,Central,Central,5.5701,-1.3053,2,Event recorded in Central on 2013-06-04
GHA4097,2013-09-02,2013,Protests,Protests,Central,Central,Central,5.4103,-0.9334,0,Event recorded in Central on 2013-09-02
GHA4098,2013-11-12,2013,Violence against civilians,Violence against civilians,Central,Central,Central,5.7118,-0.8325,3,Event recorded in Central on 2013-11-12
GHA4099,2013-11-22,2013,Battles,Battles,Central,Central,Central,5.4665,-1.2354,1,Event recorded in Central on 2013-11-22
GHA4100,2013-11-26,2013,Protests,Protests,Central,Central,Central,5.6566,-1.1988,0,Event recorded in Central on 2013-11-26
GHA4101,2013-12-29,2013,Strategic developments,Strategic developments,Central,Central,Central,5.4991,-1.0107,0,Event recorded in Central on 2013-12-29
GHA4102,2014-01-09,2014,Protests,Protests,Central,Central,Central,5.6525,-1.1314,0,Event recorded in Central on 2014-01-09
