date,admin1,admin2,market,category,commodity,unit,pricetype,currency,price,usdprice
2009-03-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,11.5,2.37
2009-04-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,10.05,2.06
2009-05-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,10.41,2.12
2009-06-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,11.21,2.28
2009-07-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,11.18,2.26
2009-08-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,12.48,2.51
2009-09-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,12.54,2.51
2009-10-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,12.37,2.46
2009-11-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,11.36,2.25
2009-12-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,11.75,2.32
2010-01-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,14.32,2.81
2010-02-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,11.45,2.23
2010-03-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,11.47,2.23
2010-04-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,11.22,2.17
2010-05-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,11.83,2.28
2010-06-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,11.15,2.13
2010-07-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,12.19,2.32
2010-08-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,11.94,2.26
2010-09-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,13.84,2.61
2010-10-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,14.16,2.66
2010-11-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,11.18,2.09
2010-12-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,12.65,2.35
2011-01-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,15.13,2.8
2011-02-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,15.23,2.81
2011-03-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,13.06,2.4
2011-04-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,11.64,2.13
2011-05-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,12.06,2.19
2011-06-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,11.72,2.12
2011-07-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,13.49,2.43
2011-08-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,14.44,2.59
2011-09-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,15.51,2.77
2011-10-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,13.65,2.43
2011-11-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,12.72,2.25
2011-12-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,15.07,2.66
2012-01-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,16.58,2.91
2012-02-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,13.47,2.35
2012-03-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,13.28,2.31
2012-04-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,13.4,2.32
2012-05-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,12.8,2.21
2012-06-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,13.34,2.29
2012-07-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,12.81,2.19
2012-08-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,13.8,2.35
2012-09-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,15.36,2.6
2012-10-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,14.26,2.41
2012-11-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,13.3,2.24
2012-12-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,14.69,2.46
2013-01-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,15.78,2.63
2013-02-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,15.1,2.51
2013-03-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,15.11,2.5
2013-04-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,13.5,2.22
2013-05-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,13.48,2.21
2013-06-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,14.9,2.43
2013-07-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,15.22,2.47
2013-08-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,16.14,2.61
2013-09-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,14.32,2.31
2013-10-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,15.32,2.46
2013-11-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,14.53,2.32
2013-12-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,15.17,2.42
2014-01-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,20.62,3.27
2014-02-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,17.41,2.75
2014-03-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,15.89,2.5
2014-04-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,16.45,2.58
2014-05-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,16.32,2.55
2014-06-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,16.0,2.49
2014-07-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,18.28,2.83
2014-08-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,18.88,2.92
2014-09-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.92,3.06
2014-10-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.01,2.91
2014-11-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,18.68,2.85
2014-12-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,18.59,2.83
2015-01-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.41,2.94
2015-02-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,18.7,2.82
2015-03-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,16.54,2.49
2015-04-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,16.25,2.43
2015-05-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,18.63,2.78
2015-06-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,16.72,2.49
2015-07-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,17.28,2.56
2015-08-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,20.05,2.96
2015-09-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,21.35,3.14
2015-10-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,17.94,2.63
2015-11-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,18.91,2.76
2015-12-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.2,2.79
2016-01-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.79,2.87
2016-02-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,17.51,2.53
2016-03-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,15.8,2.27
2016-04-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,15.74,2.26
2016-05-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,16.71,2.39
2016-06-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,18.25,2.6
2016-07-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,17.58,2.49
2016-08-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,17.87,2.53
2016-09-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,18.08,2.55
2016-10-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,18.23,2.56
2016-11-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,17.2,2.41
2016-12-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,18.81,2.62
2017-01-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,20.4,2.83
2017-02-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.12,2.65
2017-03-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,17.49,2.41
2017-04-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,18.39,2.53
2017-05-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,17.51,2.4
2017-06-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,16.84,2.3
2017-07-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.0,2.59
2017-08-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,18.02,2.44
2017-09-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.3,2.61
2017-10-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,18.5,2.49
2017-11-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.6,2.63
2017-12-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.25,2.58
2018-01-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,20.78,2.77
2018-02-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.74,2.62
2018-03-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.17,2.54
2018-04-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.16,2.53
2018-05-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,16.49,2.17
2018-06-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.44,2.55
2018-07-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,16.99,2.22
2018-08-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,20.93,2.73
2018-09-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,22.33,2.9
2018-10-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,21.4,2.77
2018-11-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.78,2.55
2018-12-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.24,2.47
2019-01-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,23.28,2.98
2019-02-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.38,2.48
2019-03-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,18.61,2.37
2019-04-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,18.14,2.3
2019-05-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,18.29,2.32
2019-06-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.34,2.44
2019-07-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.12,2.41
2019-08-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,21.27,2.67
2019-09-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,20.54,2.57
2019-10-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,21.12,2.63
2019-11-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.82,2.46
2019-12-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,22.3,2.76
2020-01-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,24.74,3.05
2020-02-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,21.19,2.61
2020-03-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,18.38,2.26
2020-04-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,17.94,2.19
2020-05-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,20.53,2.5
2020-06-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.8,2.41
2020-07-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,22.47,2.72
2020-08-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,22.8,2.76
2020-09-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,23.29,2.81
2020-10-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,22.12,2.66
2020-11-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,19.74,2.36
2020-12-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,21.43,2.56
2021-01-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,24.93,2.97
2021-02-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,21.89,2.6
2021-03-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,21.73,2.57
2021-04-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,21.22,2.5
2021-05-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,20.07,2.36
2021-06-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,20.32,2.38
2021-07-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,20.55,2.4
2021-08-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,23.67,2.76
2021-09-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,24.84,2.89
2021-10-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,25.38,2.94
2021-11-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,22.0,2.54
2021-12-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,22.91,2.64
2022-01-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,32.5,3.74
2022-02-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,28.55,3.27
2022-03-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,26.39,3.02
2022-04-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,26.36,3.0
2022-05-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,26.93,3.06
2022-06-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,27.7,3.14
2022-07-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,28.59,3.23
2022-08-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,31.1,3.5
2022-09-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,31.92,3.59
2022-10-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,30.12,3.37
2022-11-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,26.53,2.96
2022-12-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,30.27,3.37
2023-01-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,26.17,2.91
2023-02-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,22.72,2.52
2023-03-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,23.52,2.6
2023-04-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,22.37,2.47
2023-05-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,22.34,2.45
2023-06-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,23.05,2.53
2023-07-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,23.37,2.55
2023-08-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,24.22,2.64
2023-09-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,28.12,3.06
2023-10-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,24.86,2.69
2023-11-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,20.52,2.22
2023-12-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,21.81,2.35
2024-01-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,29.04,3.12
2024-02-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,22.68,2.43
2024-03-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,23.15,2.48
2024-04-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,21.24,2.27
2024-05-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,22.34,2.38
2024-06-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,23.7,2.51
2024-07-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,23.28,2.46
2024-08-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,24.39,2.57
2024-09-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,27.75,2.92
2024-10-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,28.94,3.04
2024-11-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,25.03,2.62
2024-12-01,Volta,Volta,Ho,Cereals and Tubers,Groundnuts,KG,Retail,GHS,24.55,2.56
2003-01-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.13,1.04
2003-02-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.03,1.0
2003-03-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,2.7,0.89
2003-04-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,2.15,0.7
2003-05-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,2.29,0.74
2003-06-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,2.34,0.75
2003-07-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,2.69,0.85
2003-08-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,2.93,0.92
2003-09-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,2.99,0.93
2003-10-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,2.73,0.85
2003-11-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,2.86,0.88
2003-12-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.13,0.96
2004-01-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.41,1.03
2004-02-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.29,0.99
2004-03-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,2.99,0.89
2004-04-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,2.75,0.81
2004-05-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,2.53,0.74
2004-06-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,2.91,0.85
2004-07-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.21,0.93
2004-08-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.4,0.98
2004-09-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.42,0.98
2004-10-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.11,0.88
2004-11-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.11,0.88
2004-12-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.69,1.03
2005-01-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.95,1.1
2005-02-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.46,0.95
2005-03-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.11,0.85
2005-04-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.05,0.83
2005-05-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,2.76,0.75
2005-06-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.23,0.87
2005-07-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.18,0.85
2005-08-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,4.07,1.08
2005-09-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.68,0.97
2005-10-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.38,0.88
2005-11-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.31,0.86
2005-12-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.91,1.01
2006-01-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,4.46,1.14
2006-02-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.78,0.96
2006-03-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.51,0.89
2006-04-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.29,0.83
2006-05-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.18,0.8
2006-06-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.53,0.88
2006-07-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.86,0.95
2006-08-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,4.15,1.02
2006-09-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,4.12,1.0
2006-10-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.94,0.96
2006-11-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.69,0.89
2006-12-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,4.39,1.05
2007-01-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,4.28,1.02
2007-02-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,4.64,1.1
2007-03-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,4.17,0.98
2007-04-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.96,0.93
2007-05-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.36,0.78
2007-06-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.85,0.89
2007-07-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,3.79,0.87
2007-08-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,4.23,0.97
2007-09-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,4.41,1.0
2007-10-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,4.16,0.94
2007-11-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,4.31,0.97
2007-12-01,Eastern,Eastern,Koforidua,Cereals and Tubers,Maize (white),KG,Retail,GHS,5.06,1.13
