date,adm1_name,adm2_name,rfh,rfh_avg,rfq,r1h,r1h_avg,r1q,r3h,r3h_avg,r3q
2011-02-28,Upper West,Wa Municipal,31.29,35,-10.6,93.87,105,-9.5,281.6,315,-8.5
2011-03-10,Upper West,Wa Municipal,34.44,28,22.9,103.31,84,20.6,309.94,252,18.3
2011-03-20,Upper West,Wa Municipal,24.82,20,24.0,74.45,60,21.6,223.34,180,19.2
2011-03-30,Upper West,Wa Municipal,8.97,12,-25.0,26.91,36,-22.5,80.72,108,-20.0
2011-04-09,Upper West,Wa Municipal,10.49,8,30.8,31.48,24,27.7,94.45,72,24.6
2011-04-19,Upper West,Wa Municipal,4.29,5,-13.8,12.88,15,-12.5,38.65,45,-11.1
2011-04-29,Upper West,Wa Municipal,4.51,3,48.9,13.54,9,44.0,40.63,27,39.1
2011-05-09,Upper West,Wa Municipal,0.23,1,-70.4,0.68,3,-63.4,2.03,9,-56.3
2011-05-19,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2011-05-29,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2011-06-08,Upper West,Wa Municipal,0.53,0,0.0,1.58,0,0.0,4.75,0,0.0
2011-06-18,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2011-06-28,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2011-07-08,Upper West,Wa Municipal,0.25,0,0.0,0.76,0,0.0,2.28,0,0.0
2011-07-18,Upper West,Wa Municipal,0.27,0,0.0,0.82,0,0.0,2.45,0,0.0
2011-07-28,Upper West,Wa Municipal,0.44,0,0.0,1.33,0,0.0,3.99,0,0.0
2011-08-07,Upper West,Wa Municipal,0.11,0,0.0,0.32,0,0.0,0.95,0,0.0
2011-08-17,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2011-08-27,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2011-09-06,Upper West,Wa Municipal,0.01,0,0.0,0.04,0,0.0,0.12,0,0.0
2011-09-16,Upper West,Wa Municipal,0.12,0,0.0,0.37,0,0.0,1.12,0,0.0
2011-09-26,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2011-10-06,Upper West,Wa Municipal,0.01,0,0.0,0.03,0,0.0,0.09,0,0.0
2011-10-16,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2011-10-26,Upper West,Wa Municipal,0.33,0,0.0,1.0,0,0.0,3.0,0,0.0
2011-11-05,Upper West,Wa Municipal,0.09,0,0.0,0.27,0,0.0,0.82,0,0.0
2011-11-15,Upper West,Wa Municipal,0.5,0,0.0,1.5,0,0.0,4.51,0,0.0
2011-11-25,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2011-12-05,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2011-12-15,Upper West,Wa Municipal,0.73,1,-24.4,2.19,3,-22.0,6.58,9,-19.6
2011-12-25,Upper West,Wa Municipal,1.8,2,-9.5,5.4,6,-8.6,16.2,18,-7.6
2012-01-04,Upper West,Wa Municipal,6.3,5,25.5,18.9,15,22.9,56.7,45,20.4
2012-01-14,Upper West,Wa Municipal,4.75,12,-59.9,14.26,36,-53.9,42.79,108,-47.9
2012-01-24,Upper West,Wa Municipal,25.28,25,1.1,75.83,75,1.0,227.5,225,0.9
2012-02-03,Upper West,Wa Municipal,39.75,35,13.5,119.25,105,12.2,357.76,315,10.8
2012-02-13,Upper West,Wa Municipal,34.72,42,-17.3,104.17,126,-15.6,312.51,378,-13.8
2012-02-23,Upper West,Wa Municipal,35.69,35,2.0,107.07,105,1.8,321.21,315,1.6
2012-03-04,Upper West,Wa Municipal,23.3,28,-16.7,69.89,84,-15.1,209.68,252,-13.4
2012-03-14,Upper West,Wa Municipal,15.99,20,-20.0,47.96,60,-18.0,143.89,180,-16.0
2012-03-24,Upper West,Wa Municipal,10.57,12,-11.8,31.71,36,-10.6,95.13,108,-9.5
2012-04-03,Upper West,Wa Municipal,6.22,8,-21.9,18.67,24,-19.7,56.01,72,-17.5
2012-04-13,Upper West,Wa Municipal,6.2,5,23.5,18.59,15,21.1,55.77,45,18.8
2012-04-23,Upper West,Wa Municipal,2.08,3,-29.6,6.24,9,-26.7,18.73,27,-23.7
2012-05-03,Upper West,Wa Municipal,0.32,1,-61.6,0.97,3,-55.4,2.91,9,-49.2
2012-05-13,Upper West,Wa Municipal,0.88,0,0.0,2.65,0,0.0,7.96,0,0.0
2012-05-23,Upper West,Wa Municipal,0.48,0,0.0,1.44,0,0.0,4.32,0,0.0
2012-06-02,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2012-06-12,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2012-06-22,Upper West,Wa Municipal,0.12,0,0.0,0.36,0,0.0,1.09,0,0.0
2012-07-02,Upper West,Wa Municipal,0.16,0,0.0,0.49,0,0.0,1.46,0,0.0
2012-07-12,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2012-07-22,Upper West,Wa Municipal,0.58,0,0.0,1.74,0,0.0,5.21,0,0.0
2012-08-01,Upper West,Wa Municipal,0.41,0,0.0,1.24,0,0.0,3.71,0,0.0
2012-08-11,Upper West,Wa Municipal,0.24,0,0.0,0.72,0,0.0,2.17,0,0.0
2012-08-21,Upper West,Wa Municipal,0.68,0,0.0,2.04,0,0.0,6.11,0,0.0
2012-08-31,Upper West,Wa Municipal,0.23,0,0.0,0.68,0,0.0,2.04,0,0.0
2012-09-10,Upper West,Wa Municipal,0.22,0,0.0,0.67,0,0.0,2.02,0,0.0
2012-09-20,Upper West,Wa Municipal,0.78,0,0.0,2.34,0,0.0,7.01,0,0.0
2012-09-30,Upper West,Wa Municipal,0.55,0,0.0,1.65,0,0.0,4.96,0,0.0
2012-10-10,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2012-10-20,Upper West,Wa Municipal,0.32,0,0.0,0.95,0,0.0,2.85,0,0.0
2012-10-30,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2012-11-09,Upper West,Wa Municipal,0.25,0,0.0,0.76,0,0.0,2.27,0,0.0
2012-11-19,Upper West,Wa Municipal,0.24,0,0.0,0.71,0,0.0,2.14,0,0.0
2012-11-29,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2012-12-09,Upper West,Wa Municipal,0.91,1,-8.3,2.73,3,-7.5,8.18,9,-6.6
2012-12-19,Upper West,Wa Municipal,2.27,2,12.6,6.8,6,11.4,20.39,18,10.1
2012-12-29,Upper West,Wa Municipal,4.24,5,-15.0,12.71,15,-13.5,38.13,45,-12.0
2013-01-08,Upper West,Wa Municipal,13.1,12,9.1,39.3,36,8.2,117.91,108,7.3
2013-01-18,Upper West,Wa Municipal,30.44,25,21.7,91.32,75,19.5,273.96,225,17.3
2013-01-28,Upper West,Wa Municipal,34.72,35,-0.8,104.15,105,-0.7,312.45,315,-0.6
2013-02-07,Upper West,Wa Municipal,44.47,42,5.9,133.41,126,5.3,400.24,378,4.7
2013-02-17,Upper West,Wa Municipal,47.8,35,36.5,143.39,105,32.8,430.17,315,29.2
2013-02-27,Upper West,Wa Municipal,31.55,28,12.6,94.65,84,11.4,283.94,252,10.1
2013-03-09,Upper West,Wa Municipal,21.1,20,5.5,63.31,60,4.9,189.94,180,4.4
2013-03-19,Upper West,Wa Municipal,8.65,12,-27.7,25.94,36,-24.9,77.82,108,-22.2
2013-03-29,Upper West,Wa Municipal,9.68,8,20.7,29.03,24,18.6,87.1,72,16.6
2013-04-08,Upper West,Wa Municipal,5.58,5,11.3,16.73,15,10.2,50.2,45,9.1
2013-04-18,Upper West,Wa Municipal,4.6,3,51.8,13.81,9,46.6,41.44,27,41.4
2013-04-28,Upper West,Wa Municipal,1.04,1,3.2,3.11,3,2.9,9.32,9,2.6
2013-05-08,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2013-05-18,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2013-05-28,Upper West,Wa Municipal,0.37,0,0.0,1.1,0,0.0,3.31,0,0.0
2013-06-07,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2013-06-17,Upper West,Wa Municipal,0.22,0,0.0,0.66,0,0.0,1.97,0,0.0
2013-06-27,Upper West,Wa Municipal,0.06,0,0.0,0.17,0,0.0,0.51,0,0.0
2013-07-07,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2013-07-17,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2013-07-27,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2013-08-06,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2013-08-16,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2013-08-26,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2013-09-05,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2013-09-15,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2013-09-25,Upper West,Wa Municipal,0.46,0,0.0,1.38,0,0.0,4.15,0,0.0
2013-10-05,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2013-10-15,Upper West,Wa Municipal,0.51,0,0.0,1.54,0,0.0,4.61,0,0.0
2013-10-25,Upper West,Wa Municipal,0.77,0,0.0,2.31,0,0.0,6.92,0,0.0
2013-11-04,Upper West,Wa Municipal,0.43,0,0.0,1.28,0,0.0,3.85,0,0.0
2013-11-14,Upper West,Wa Municipal,0.27,0,0.0,0.8,0,0.0,2.41,0,0.0
2013-11-24,Upper West,Wa Municipal,0.16,0,0.0,0.49,0,0.0,1.47,0,0.0
2013-12-04,Upper West,Wa Municipal,1.65,1,59.0,4.95,3,53.1,14.84,9,47.2
2013-12-14,Upper West,Wa Municipal,2.09,2,4.3,6.27,6,3.8,18.8,18,3.4
2013-12-24,Upper West,Wa Municipal,6.72,5,33.8,20.17,15,30.4,60.51,45,27.0
2014-01-03,Upper West,Wa Municipal,14.15,12,17.8,42.45,36,16.0,127.34,108,14.2
2014-01-13,Upper West,Wa Municipal,22.57,25,-9.7,67.71,75,-8.7,203.14,225,-7.7
2014-01-23,Upper West,Wa Municipal,43.29,35,23.6,129.86,105,21.2,389.58,315,18.9
2014-02-02,Upper West,Wa Municipal,43.01,42,2.4,129.02,126,2.2,387.06,378,1.9
2014-02-12,Upper West,Wa Municipal,34.02,35,-2.8,102.05,105,-2.5,306.16,315,-2.2
2014-02-22,Upper West,Wa Municipal,24.43,28,-12.7,73.29,84,-11.4,219.86,252,-10.2
2014-03-04,Upper West,Wa Municipal,20.91,20,4.5,62.74,60,4.1,188.22,180,3.6
2014-03-14,Upper West,Wa Municipal,15.49,12,28.8,46.46,36,25.9,139.39,108,23.1
2014-03-24,Upper West,Wa Municipal,10.22,8,27.4,30.67,24,24.7,92.0,72,21.9
2014-04-03,Upper West,Wa Municipal,5.62,5,12.1,16.86,15,10.9,50.57,45,9.7
2014-04-13,Upper West,Wa Municipal,3.75,3,24.2,11.25,9,21.8,33.75,27,19.3
2014-04-23,Upper West,Wa Municipal,1.95,1,86.7,5.86,3,78.0,17.58,9,69.4
2014-05-03,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2014-05-13,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2014-05-23,Upper West,Wa Municipal,0.65,0,0.0,1.95,0,0.0,5.86,0,0.0
2014-06-02,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2014-06-12,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2014-06-22,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2014-07-02,Upper West,Wa Municipal,0.29,0,0.0,0.86,0,0.0,2.57,0,0.0
2014-07-12,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2014-07-22,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2014-08-01,Upper West,Wa Municipal,0.29,0,0.0,0.88,0,0.0,2.65,0,0.0
2014-08-11,Upper West,Wa Municipal,0.36,0,0.0,1.08,0,0.0,3.25,0,0.0
2014-08-21,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2014-08-31,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2014-09-10,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2014-09-20,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2014-09-30,Upper West,Wa Municipal,0.13,0,0.0,0.4,0,0.0,1.2,0,0.0
2014-10-10,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2014-10-20,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2014-10-30,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2014-11-09,Upper West,Wa Municipal,0.57,0,0.0,1.7,0,0.0,5.1,0,0.0
2014-11-19,Upper West,Wa Municipal,0.26,0,0.0,0.77,0,0.0,2.3,0,0.0
2014-11-29,Upper West,Wa Municipal,1.59,1,54.1,4.78,3,48.7,14.35,9,43.2
2014-12-09,Upper West,Wa Municipal,3.29,2,61.4,9.87,6,55.3,29.61,18,49.2
2014-12-19,Upper West,Wa Municipal,3.56,5,-28.3,10.67,15,-25.5,32.0,45,-22.7
2014-12-29,Upper West,Wa Municipal,10.75,12,-10.4,32.24,36,-9.3,96.71,108,-8.3
2015-01-08,Upper West,Wa Municipal,12.21,25,-51.0,36.63,75,-45.9,109.89,225,-40.8
2015-01-18,Upper West,Wa Municipal,64.05,35,82.8,192.15,105,74.5,576.44,315,66.2
2015-01-28,Upper West,Wa Municipal,40.35,42,-3.9,121.06,126,-3.5,363.19,378,-3.1
2015-02-07,Upper West,Wa Municipal,44.61,35,27.4,133.82,105,24.6,401.47,315,21.9
2015-02-17,Upper West,Wa Municipal,18.71,28,-33.0,56.14,84,-29.7,168.42,252,-26.4
2015-02-27,Upper West,Wa Municipal,25.48,20,27.3,76.44,60,24.5,229.32,180,21.8
2015-03-09,Upper West,Wa Municipal,18.5,12,53.7,55.5,36,48.4,166.51,108,43.0
2015-03-19,Upper West,Wa Municipal,7.85,8,-1.9,23.55,24,-1.7,70.64,72,-1.5
2015-03-29,Upper West,Wa Municipal,3.23,5,-34.7,9.69,15,-31.2,29.08,45,-27.7
2015-04-08,Upper West,Wa Municipal,2.83,3,-5.6,8.48,9,-5.0,25.44,27,-4.5
2015-04-18,Upper West,Wa Municipal,0.0,1,-90.9,0.0,3,-81.8,0.0,9,-72.7
2015-04-28,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2015-05-08,Upper West,Wa Municipal,0.41,0,0.0,1.23,0,0.0,3.69,0,0.0
2015-05-18,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2015-05-28,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2015-06-07,Upper West,Wa Municipal,0.26,0,0.0,0.79,0,0.0,2.37,0,0.0
2015-06-17,Upper West,Wa Municipal,0.3,0,0.0,0.91,0,0.0,2.72,0,0.0
2015-06-27,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2015-07-07,Upper West,Wa Municipal,0.04,0,0.0,0.13,0,0.0,0.4,0,0.0
2015-07-17,Upper West,Wa Municipal,1.22,0,0.0,3.65,0,0.0,10.96,0,0.0
2015-07-27,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2015-08-06,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2015-08-16,Upper West,Wa Municipal,0.97,0,0.0,2.91,0,0.0,8.74,0,0.0
2015-08-26,Upper West,Wa Municipal,0.55,0,0.0,1.66,0,0.0,4.97,0,0.0
2015-09-05,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2015-09-15,Upper West,Wa Municipal,0.1,0,0.0,0.31,0,0.0,0.93,0,0.0
2015-09-25,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2015-10-05,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2015-10-15,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2015-10-25,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2015-11-04,Upper West,Wa Municipal,0.06,0,0.0,0.17,0,0.0,0.51,0,0.0
2015-11-14,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2015-11-24,Upper West,Wa Municipal,0.04,1,-87.0,0.13,3,-78.3,0.38,9,-69.6
2015-12-04,Upper West,Wa Municipal,1.96,2,-2.0,5.88,6,-1.8,17.63,18,-1.6
2015-12-14,Upper West,Wa Municipal,8.0,5,58.9,24.0,15,53.0,72.01,45,47.1
2015-12-24,Upper West,Wa Municipal,12.29,12,2.4,36.86,36,2.1,110.59,108,1.9
2016-01-03,Upper West,Wa Municipal,22.76,25,-8.9,68.29,75,-8.0,204.86,225,-7.1
2016-01-13,Upper West,Wa Municipal,41.98,35,19.9,125.93,105,17.9,377.78,315,15.9
2016-01-23,Upper West,Wa Municipal,40.26,42,-4.1,120.78,126,-3.7,362.33,378,-3.3
2016-02-02,Upper West,Wa Municipal,52.28,35,49.2,156.84,105,44.3,470.51,315,39.4
2016-02-12,Upper West,Wa Municipal,27.97,28,-0.1,83.91,84,-0.1,251.74,252,-0.1
2016-02-22,Upper West,Wa Municipal,23.85,20,19.2,71.56,60,17.3,214.67,180,15.3
2016-03-03,Upper West,Wa Municipal,9.36,12,-21.8,28.08,36,-19.6,84.23,108,-17.5
2016-03-13,Upper West,Wa Municipal,9.26,8,15.5,27.77,24,14.0,83.32,72,12.4
2016-03-23,Upper West,Wa Municipal,5.48,5,9.4,16.44,15,8.5,49.33,45,7.6
2016-04-02,Upper West,Wa Municipal,2.93,3,-2.3,8.79,9,-2.1,26.36,27,-1.8
2016-04-12,Upper West,Wa Municipal,0.62,1,-34.2,1.87,3,-30.8,5.61,9,-27.4
2016-04-22,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2016-05-02,Upper West,Wa Municipal,0.14,0,0.0,0.42,0,0.0,1.27,0,0.0
2016-05-12,Upper West,Wa Municipal,0.31,0,0.0,0.94,0,0.0,2.83,0,0.0
2016-05-22,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2016-06-01,Upper West,Wa Municipal,0.14,0,0.0,0.43,0,0.0,1.29,0,0.0
2016-06-11,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2016-06-21,Upper West,Wa Municipal,0.05,0,0.0,0.15,0,0.0,0.44,0,0.0
2016-07-01,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2016-07-11,Upper West,Wa Municipal,0.01,0,0.0,0.03,0,0.0,0.08,0,0.0
2016-07-21,Upper West,Wa Municipal,1.35,0,0.0,4.05,0,0.0,12.14,0,0.0
2016-07-31,Upper West,Wa Municipal,0.16,0,0.0,0.47,0,0.0,1.4,0,0.0
2016-08-10,Upper West,Wa Municipal,0.32,0,0.0,0.97,0,0.0,2.9,0,0.0
2016-08-20,Upper West,Wa Municipal,0.22,0,0.0,0.66,0,0.0,1.97,0,0.0
2016-08-30,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2016-09-09,Upper West,Wa Municipal,0.65,0,0.0,1.94,0,0.0,5.82,0,0.0
2016-09-19,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2016-09-29,Upper West,Wa Municipal,0.53,0,0.0,1.58,0,0.0,4.75,0,0.0
2016-10-09,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2016-10-19,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2016-10-29,Upper West,Wa Municipal,0.18,0,0.0,0.55,0,0.0,1.64,0,0.0
2016-11-08,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2016-11-18,Upper West,Wa Municipal,1.4,1,36.5,4.21,3,32.9,12.62,9,29.2
2016-11-28,Upper West,Wa Municipal,0.81,2,-56.9,2.42,6,-51.2,7.25,18,-45.5
2016-12-08,Upper West,Wa Municipal,4.44,5,-10.9,13.33,15,-9.9,39.98,45,-8.8
2016-12-18,Upper West,Wa Municipal,6.99,12,-41.4,20.97,36,-37.3,62.9,108,-33.1
2016-12-28,Upper West,Wa Municipal,44.06,25,75.9,132.19,75,68.4,396.57,225,60.8
2017-01-07,Upper West,Wa Municipal,19.7,35,-43.6,59.1,105,-39.2,177.31,315,-34.9
2017-01-17,Upper West,Wa Municipal,42.11,42,0.3,126.32,126,0.2,378.97,378,0.2
2017-01-27,Upper West,Wa Municipal,45.58,35,30.1,136.73,105,27.1,410.18,315,24.1
2017-02-06,Upper West,Wa Municipal,35.77,28,27.7,107.32,84,24.9,321.96,252,22.1
2017-02-16,Upper West,Wa Municipal,24.68,20,23.3,74.05,60,21.0,222.14,180,18.6
2017-02-26,Upper West,Wa Municipal,10.89,12,-9.2,32.67,36,-8.3,98.01,108,-7.3
2017-03-08,Upper West,Wa Municipal,11.38,8,41.7,34.13,24,37.5,102.4,72,33.4
2017-03-18,Upper West,Wa Municipal,6.6,5,31.3,19.8,15,28.2,59.39,45,25.1
2017-03-28,Upper West,Wa Municipal,3.27,3,8.6,9.8,9,7.7,29.39,27,6.8
2017-04-07,Upper West,Wa Municipal,1.18,1,16.4,3.54,3,14.8,10.62,9,13.1
2017-04-17,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2017-04-27,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2017-05-07,Upper West,Wa Municipal,0.62,0,0.0,1.86,0,0.0,5.57,0,0.0
2017-05-17,Upper West,Wa Municipal,0.66,0,0.0,1.97,0,0.0,5.9,0,0.0
2017-05-27,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2017-06-06,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2017-06-16,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2017-06-26,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2017-07-06,Upper West,Wa Municipal,0.03,0,0.0,0.1,0,0.0,0.29,0,0.0
2017-07-16,Upper West,Wa Municipal,0.47,0,0.0,1.42,0,0.0,4.26,0,0.0
2017-07-26,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2017-08-05,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2017-08-15,Upper West,Wa Municipal,0.62,0,0.0,1.85,0,0.0,5.56,0,0.0
2017-08-25,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2017-09-04,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2017-09-14,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2017-09-24,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2017-10-04,Upper West,Wa Municipal,0.78,0,0.0,2.33,0,0.0,7.0,0,0.0
2017-10-14,Upper West,Wa Municipal,0.46,0,0.0,1.39,0,0.0,4.16,0,0.0
2017-10-24,Upper West,Wa Municipal,0.57,0,0.0,1.72,0,0.0,5.16,0,0.0
2017-11-03,Upper West,Wa Municipal,0.41,0,0.0,1.23,0,0.0,3.69,0,0.0
2017-11-13,Upper West,Wa Municipal,1.71,1,64.5,5.13,3,58.1,15.39,9,51.6
2017-11-23,Upper West,Wa Municipal,1.31,2,-32.8,3.94,6,-29.5,11.81,18,-26.2
2017-12-03,Upper West,Wa Municipal,4.65,5,-6.8,13.96,15,-6.1,41.87,45,-5.5
2017-12-13,Upper West,Wa Municipal,8.54,12,-28.6,25.61,36,-25.8,76.82,108,-22.9
2017-12-23,Upper West,Wa Municipal,23.58,25,-5.7,70.74,75,-5.1,212.21,225,-4.5
2018-01-02,Upper West,Wa Municipal,41.33,35,18.0,123.98,105,16.2,371.95,315,14.4
2018-01-12,Upper West,Wa Municipal,43.48,42,3.5,130.44,126,3.2,391.32,378,2.8
2018-01-22,Upper West,Wa Municipal,47.13,35,34.6,141.39,105,31.1,424.18,315,27.6
2018-02-01,Upper West,Wa Municipal,19.44,28,-30.5,58.32,84,-27.4,174.95,252,-24.4
2018-02-11,Upper West,Wa Municipal,22.75,20,13.7,68.25,60,12.3,204.76,180,11.0
2018-02-21,Upper West,Wa Municipal,7.63,12,-36.1,22.89,36,-32.5,68.68,108,-28.9
2018-03-03,Upper West,Wa Municipal,8.24,8,2.9,24.71,24,2.6,74.12,72,2.3
2018-03-13,Upper West,Wa Municipal,6.3,5,25.4,18.89,15,22.9,56.66,45,20.3
2018-03-23,Upper West,Wa Municipal,2.73,3,-8.6,8.2,9,-7.8,24.59,27,-6.9
2018-04-02,Upper West,Wa Municipal,1.41,1,37.6,4.24,3,33.8,12.72,9,30.1
2018-04-12,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2018-04-22,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2018-05-02,Upper West,Wa Municipal,0.28,0,0.0,0.84,0,0.0,2.51,0,0.0
2018-05-12,Upper West,Wa Municipal,0.87,0,0.0,2.62,0,0.0,7.85,0,0.0
2018-05-22,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2018-06-01,Upper West,Wa Municipal,0.61,0,0.0,1.83,0,0.0,5.5,0,0.0
2018-06-11,Upper West,Wa Municipal,0.02,0,0.0,0.07,0,0.0,0.2,0,0.0
2018-06-21,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2018-07-01,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2018-07-11,Upper West,Wa Municipal,0.01,0,0.0,0.02,0,0.0,0.07,0,0.0
2018-07-21,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2018-07-31,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2018-08-10,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2018-08-20,Upper West,Wa Municipal,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
2018-08-30,Upper West,Wa Municipal,0.1,0,0.0,0.29,0,0.0,0.87,0,0.0
